"School IRN","School Name","District IRN","District Name","County","Org Type","Grade Span","Open/Closed Status as of 9/1/2014","No. Third graders enrolled at end of school year and accountable to school","Perc. Exempt from TGRG promotion threshold","No. Subject to TGRG promotion threshold","Perc. Met promotion threshold","Perc. Did not meet promotion threshold"
"009035","East Franklin Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","43.0","0.16279069767441862","36.0","0.8611111111111112","0.1388888888888889"
"011643","Finland Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","68.0","0.10294117647058823","61.0","0.9344262295081968","0.06557377049180328"
"025379","Monterey Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","77.0","0.06493506493506493","72.0","0.9722222222222222","0.027777777777777776"
"026146","North Franklin Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","62.0","0.08064516129032258","57.0","0.9298245614035088","0.07017543859649122"
"030676","Prairie Lincoln Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","79.0","0.11392405063291139","70.0","0.9285714285714286","0.07142857142857142"
"030684","Prairie Norton Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","84.0","0.011904761904761904","83.0","0.8072289156626506","0.1927710843373494"
"031468","Richard Avenue Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","72.0","0.08333333333333333","66.0","0.9696969696969697","0.030303030303030304"
"033191","James A Harmon Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","87.0","0.10344827586206896","78.0","0.9358974358974359","0.0641025641025641"
"034892","JC Sommer Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","110.0","0.03636363636363636","106.0","0.9716981132075472","0.02830188679245283"
"036129","Stiles Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","103.0","0.038834951456310676","99.0","0.8181818181818182","0.18181818181818182"
"038646","West Franklin Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","89.0","0.056179775280898875","84.0","0.9047619047619048","0.09523809523809523"
"043026","Highland Park Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","90.0","0.022222222222222223","88.0","0.9659090909090909","0.03409090909090909"
"121525","Buckeye Woods Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","166.0","0.018072289156626505","163.0","1.0","0.0"
"121533","Darby Woods Elementary School","044800","South-Western City","Franklin","Traditional School","K-4","Open","136.0","0.029411764705882353","132.0","0.9772727272727273","0.022727272727272728"
"001644","Barrington Road Elementary School","044933","Upper Arlington City","Franklin","Traditional School","K-5","Open","112.0","0.008928571428571428","111.0","1.0","0.0"
"014597","Greensview Elementary School","044933","Upper Arlington City","Franklin","Traditional School","K-5","Open","51.0","0.0392156862745098","49.0","1.0","0.0"
"037465","Tremont Elementary School","044933","Upper Arlington City","Franklin","Traditional School","K-5","Open","85.0","0.011764705882352941","84.0","1.0","0.0"
"041194","Wickliffe Elementary School","044933","Upper Arlington City","Franklin","Traditional School","K-5","Open","82.0","0.024390243902439025","80.0","1.0","0.0"
"041715","Windermere Elementary School","044933","Upper Arlington City","Franklin","Traditional School","K-5","Open","52.0","0.0","52.0","1.0","0.0"
"006049","Cherrington Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","62.0","0.016129032258064516","61.0","1.0","0.0"
"010504","Emerson Elementary School","045047","Westerville City","Franklin","Traditional School","1-5","Open","37.0","0.0","37.0","1.0","0.0"
"015032","Hanby Building Elementary School","045047","Westerville City","Franklin","Traditional School","1-5","Open","63.0","0.015873015873015872","62.0","1.0","0.0"
"015651","Hawthorne Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","111.0","0.04504504504504504","106.0","0.9811320754716981","0.018867924528301886"
"017053","Huber Ridge Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","73.0","0.0273972602739726","71.0","1.0","0.0"
"041160","Whittier Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","36.0","0.027777777777777776","35.0","1.0","0.0"
"061358","Annehurst Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","63.0","0.0","63.0","1.0","0.0"
"065557","Pointview Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","44.0","0.09090909090909091","40.0","0.975","0.025"
"066811","Mark Twain Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","66.0","0.06060606060606061","62.0","1.0","0.0"
"066829","Robert Frost Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","89.0","0.0","89.0","1.0","0.0"
"099648","Mcvay Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","94.0","0.07446808510638298","87.0","0.9770114942528736","0.022988505747126436"
"099655","Wilder Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","72.0","0.06944444444444445","67.0","0.9850746268656716","0.014925373134328358"
"146167","Fouse Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","126.0","0.015873015873015872","124.0","1.0","0.0"
"146175","Alcott Elementary School","045047","Westerville City","Franklin","Traditional School","K-5","Open","102.0","0.00980392156862745","101.0","1.0","0.0"
"002048","Beechwood Elementary School","045070","Whitehall City","Franklin","Traditional School","K-5","Open","70.0","0.1","63.0","0.9682539682539683","0.031746031746031744"
"010785","Etna Road Elementary School","045070","Whitehall City","Franklin","Traditional School","K-5","Open","72.0","0.09722222222222222","65.0","0.8923076923076924","0.1076923076923077"
"018580","Kae Avenue Elementary School","045070","Whitehall City","Franklin","Traditional School","K-5","Open","77.0","0.1038961038961039","69.0","0.8695652173913043","0.13043478260869565"
"003822","Brookside Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","38.0","0.07894736842105263","35.0","1.0","0.0"
"006999","Colonial Hills Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","47.0","0.06382978723404255","44.0","1.0","0.0"
"010868","Evening Street Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","76.0","0.013157894736842105","75.0","1.0","0.0"
"041624","Wilson Hill Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","65.0","0.015384615384615385","64.0","1.0","0.0"
"042275","Worthington Estates Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","88.0","0.07954545454545454","81.0","1.0","0.0"
"064089","Worthington Hills Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","54.0","0.0","54.0","1.0","0.0"
"086454","Liberty Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","59.0","0.06779661016949153","55.0","1.0","0.0"
"098079","Granby Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","57.0","0.03508771929824561","55.0","1.0","0.0"
"098087","Worthington Park Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","57.0","0.017543859649122806","56.0","1.0","0.0"
"110460","Slate Hill Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","63.0","0.09523809523809523","57.0","1.0","0.0"
"112128","Bluffsview Elementary School","045138","Worthington City","Franklin","Traditional School","K-6","Open","64.0","0.046875","61.0","1.0","0.0"
"145466","Winchester Trail Elementary School","046946","Canal Winchester Local","Franklin","Traditional School","3-5","Open","269.0","0.011152416356877323","266.0","1.0","0.0"
"014910","Hamilton Elementary School","046953","Hamilton Local","Franklin","Traditional School","K-3","Open","200.0","0.1","180.0","0.9777777777777777","0.022222222222222223"
"005868","Chapelfield Elementary School","046961","Gahanna-Jefferson City","Franklin","Traditional School","K-5","Open","75.0","0.013333333333333334","74.0","0.9864864864864865","0.013513513513513514"
"013938","Goshen Lane Elementary School","046961","Gahanna-Jefferson City","Franklin","Traditional School","K-5","Open","57.0","0.08771929824561403","52.0","1.0","0.0"
"017939","Jefferson Elementary School","046961","Gahanna-Jefferson City","Franklin","Traditional School","K-5","Open","72.0","0.027777777777777776","70.0","0.9857142857142858","0.014285714285714285"
"020875","Lincoln Elementary School","046961","Gahanna-Jefferson City","Franklin","Traditional School","K-5","Open","66.0","0.0","66.0","0.9848484848484849","0.015151515151515152"
"032862","Royal Manor Elementary School","046961","Gahanna-Jefferson City","Franklin","Traditional School","K-5","Open","74.0","0.0","74.0","0.9459459459459459","0.05405405405405406"
"098392","High Point Elementary School","046961","Gahanna-Jefferson City","Franklin","Traditional School","K-5","Open","96.0","0.052083333333333336","91.0","0.989010989010989","0.01098901098901099"
"120360","Blacklick Elementary School","046961","Gahanna-Jefferson City","Franklin","Traditional School","K-5","Open","84.0","0.023809523809523808","82.0","0.9878048780487805","0.012195121951219513"
"001073","Asbury Elementary School","046979","Groveport Madison Local","Franklin","Traditional School","K-5","Open","64.0","0.0625","60.0","0.9833333333333333","0.016666666666666666"
"008888","Dunloe Elementary School","046979","Groveport Madison Local","Franklin","Traditional School","K-5","Open","55.0","0.0","55.0","0.9454545454545454","0.05454545454545454"
"014696","Groveport Elementary School","046979","Groveport Madison Local","Franklin","Traditional School","K-5","Open","71.0","0.04225352112676056","68.0","0.9852941176470589","0.014705882352941176"
"022046","Madison Elementary School","046979","Groveport Madison Local","Franklin","Traditional School","K-5","Open","73.0","0.0684931506849315","68.0","0.9411764705882353","0.058823529411764705"
"061549","Glendening Elementary School","046979","Groveport Madison Local","Franklin","Traditional School","K-5","Open","76.0","0.05263157894736842","72.0","0.9444444444444444","0.05555555555555555"
"061556","Sedalia Elementary","046979","Groveport Madison Local","Franklin","Traditional School","K-5","Open","74.0","0.0945945945945946","67.0","1.0","0.0"
"030148","New Albany 2-5 Building","046995","New Albany-Plain Local","Franklin","Traditional School","2-5","Open","390.0","0.041025641025641026","374.0","1.0","0.0"
"000878","Slate Ridge Elementary School","047001","Reynoldsburg City","Franklin","Traditional School","K-4","Open","108.0","0.05555555555555555","102.0","1.0","0.0"
"012518","French Run Elementary School","047001","Reynoldsburg City","Franklin","Traditional School","K-4","Open","71.0","0.04225352112676056","68.0","0.9705882352941176","0.029411764705882353"
"012560","Summit Road Elementary","047001","Reynoldsburg City","Franklin","Traditional School","K-4","Open","98.0","0.01020408163265306","97.0","0.9484536082474226","0.05154639175257732"
"024893","Herbert Mills Elementary School","047001","Reynoldsburg City","Franklin","Traditional School","K-4","Open","71.0","0.04225352112676056","68.0","0.9705882352941176","0.029411764705882353"
"032631","Rose Hill Elementary School","047001","Reynoldsburg City","Franklin","Traditional School","K-4","Open","57.0","0.10526315789473684","51.0","0.9215686274509803","0.0784313725490196"
"115881","Taylor Road Elementary School","047001","Reynoldsburg City","Franklin","Traditional School","K-4","Open","78.0","0.01282051282051282","77.0","1.0","0.0"
"001347","Avery Elementary School","047019","Hilliard City","Franklin","Traditional School","K-5","Open","63.0","0.031746031746031744","61.0","1.0","0.0"
"001859","Beacon Elementary School","047019","Hilliard City","Franklin","Traditional School","K-5","Open","72.0","0.041666666666666664","69.0","0.9855072463768116","0.014492753623188406"
