"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Gifted ","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"002584","Bethel-Tate Middle School","046318","Bethel-Tate Local","Clermont","Region 13","Open","002568","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","90","21.8"
"002600","Bettes Elementary School","043489","Akron City","Summit","Region 8","Open","018804","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","17","7.5"
"002618","Bettsville Elementary","049692","Bettsville Local","Seneca","Region 7","Open","122077","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"002626","Bettsville High School","049692","Bettsville Local","Seneca","Region 7","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"002634","Betty Jane Community Learning Center","043489","Akron City","Summit","Region 8","Open","017251","Elementary School","Gifted","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","63","13.9"
"002642","Beverly Elementary School","044909","Toledo City","Lucas","Region 1","Open","003301","Elementary School","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","87.5",">95.0","87.5",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","88","13.1"
"002659","Beverly-Center Elementary School","050484","Fort Frye Local","Washington","Region 16","Open","012591","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","21","9.3"
"002667","Beverly Gardens Elementary School","048702","Mad River Local","Montgomery","Region 10","Open","021931","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","22","6.0"
"002675","Bexley High School","043620","Bexley City","Franklin","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","334","51.5"
"002683","River Valley Middle School","065680","Gallia County Local","Gallia","Region 16","Open","019364","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","55","14.2"
"002709","Big Walnut High School","046748","Big Walnut Local","Delaware","Region 11","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","260","27.5"
"002733","Binns Elementary School","043802","Columbus City School District","Franklin","Region 11","Open","040162","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","32","9.5"
"002758","Birmingham Elementary School","044909","Toledo City","Lucas","Region 1","Open","038950","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","17","4.1"
"002766","Samuel Bissell Elementary School","050070","Twinsburg City","Summit","Region 8","Open","061481","Elementary School","Gifted",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","57","9.1"
"002782","Black River High School","048462","Black River Local","Medina","Region 7","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","84","22.2"
"002824","Blairwood Elementary School","048686","Jefferson Township Local","Montgomery","Region 10","Open","018150","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"002832","Blanchester Middle School","046383","Blanchester Local","Clinton","Region 14","Open","002840","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","66","16.7"
"002840","Blanchester High School","046383","Blanchester Local","Clinton","Region 14","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","74","14.8"
"002857","Bloom Carroll Intermediate School","046862","Bloom-Carroll Local","Fairfield","Region 11","Open","067926","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","61","21.6"
"002873","South Webster Jr/Sr High School","049593","Bloom-Vernon Local","Scioto","Region 15","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--",">95.0","94.4","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","48","12.0"
"002907","Bloom Carroll Primary School","046862","Bloom-Carroll Local","Fairfield","Region 11","Open","002857","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"002923","Edgewood Elementary School","046094","Edgewood City","Butler","Region 13","Open","117382","Elementary School","Gifted","--","--","--","--",">95.0","92.3","88.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","35","3.7"
"002956","Bloomfield High School","050096","Bloomfield-Mespo Local","Trumbull","Region 5","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","25","20.0"
"002964","Miami Trace Middle School","046920","Miami Trace Local","Fayette","Region 14","Open","024414","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","116","20.4"
"002980","E J Blott Elementary School","050195","Liberty Local","Trumbull","Region 5","Open","014803","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","13","2.8"
"002998","Blue Ash Elementary","044867","Sycamore Community City","Hamilton","Region 13","Open","036657","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","169","36.7"
"003020","Bluffton Elementary School","045211","Bluffton Exempted Village","Allen","Region 6","Open","127639","Elementary School","Gifted",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","77","15.3"
"003038","Bluffton High School","045211","Bluffton Exempted Village","Allen","Region 6","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0","--","77","21.8"
"003046","Wapakoneta Middle School","044982","Wapakoneta City","Auglaize","Region 6","Open","011749","Middle School","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","93","13.4"
"003053","Boardman Glenwood Middle School","048306","Boardman Local","Mahoning","Region 5","Open","003061","Middle School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","82","11.2"
"003061","Boardman High School","048306","Boardman Local","Mahoning","Region 5","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","152","11.0"
"003103","Bolich Middle School","043836","Cuyahoga Falls City","Summit","Region 8","Open","007930","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","160","25.4"
"003129","Tuscarawas Valley Intermediate","050302","Tuscarawas Valley Local","Tuscarawas","Region 12","Open","122887","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","45","14.6"
"003137","Bolton","043786","Cleveland Municipal","Cuyahoga","Region 3","Open","009555","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"003152","Bond Hill Academy Elementary School","043752","Cincinnati City","Hamilton","Region 13","Open","147520","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"003202","Woodridge Middle School","049973","Woodridge Local","Summit","Region 8","Open","042051","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","157","35.2"
"003210","Botkins Elementary School","049767","Botkins Local","Shelby","Region 6","Open","003228","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","47","14.2"
"003228","Botkins High School","049767","Botkins Local","Shelby","Region 6","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","41","14.4"
"003244","Boulevard Elementary School","044750","Shaker Heights City","Cuyahoga","Region 3","Open","041939","Elementary School","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","42","12.0"
"003251","Boulevard Elementary School","043794","Cleveland Heights-University Heights City","Cuyahoga","Region 3","Open","032847","Elementary School","Gifted","--","--",">95.0","90.0","81.8","81.8","81.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","39","12.8"
"003277","Conotton Valley Elementary","047548","Conotton Valley Union Local","Harrison","Region 12","Open","007245","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"003285","Bowling Green High School","043638","Bowling Green City School District","Wood","Region 1","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","209","22.5"
"003293","Bowling Green Middle School","043638","Bowling Green City School District","Wood","Region 1","Open","003285","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","73","10.6"
"003301","Bowsher High School","044909","Toledo City","Lucas","Region 1","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","92.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","88.9","90.6","200","17.0"
"003335","LaBrae Intermediate School","050245","LaBrae Local","Trumbull","Region 5","Open","019992","Elementary School","Gifted","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","28","9.4"
"003368","Bradford Elementary School","045229","Bradford Exempted Village","Miami","Region 10","Open","003376","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"003376","Bradford High School","045229","Bradford Exempted Village","Miami","Region 10","Open","******","High School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.1","--","--","34","10.6"
"003400","Ballard Brady Middle School","046581","Orange City","Cuyahoga","Region 3","Open","028712","Middle School","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","187","38.6"
"003434","Brantner Lane Elementary School","046359","West Clermont Local","Clermont","Region 13","Open","013540","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"003442","Brantwood Elementary School","048702","Mad River Local","Montgomery","Region 10","Open","021931","Elementary School","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","21","5.5"
