"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Disability Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"009112","Jefferson PK-8 School","044990","Warren City","Trumbull","Region 5","Open","015222","Elementary School","Disabled","--","--","60.0","60.0","7.1","14.3","14.3","21.1","10.5","0.0","8.3","--","--","--","--","--","--","--","--","--","--","--","--","--","91.5","--","--","128","18.3"
"009112","Jefferson PK-8 School","044990","Warren City","Trumbull","Region 5","Open","015222","Elementary School","NonDisabled","43.1","35.4","50.0","47.7","42.2","28.9","24.4","55.9","40.7","73.9","47.8","74.5","65.5","21.8","--","--","--","--","--","--","--","--","--","--","93.4","--","--","573","81.7"
"009113","McGuffey PK-8 School","044990","Warren City","Trumbull","Region 5","Open","015222","Elementary School","Disabled","40.0","30.0","8.3","0.0","9.1","18.2","18.2","18.2","0.0","26.7","13.3","33.3","13.3","13.3","--","--","--","--","--","--","--","--","--","--","93.0","--","--","105","14.6"
"009113","McGuffey PK-8 School","044990","Warren City","Trumbull","Region 5","Open","015222","Elementary School","NonDisabled","58.8","52.9","57.4","35.3","53.7","53.7","24.1","63.0","41.3","66.7","36.8","77.6","43.3","32.8","--","--","--","--","--","--","--","--","--","--","94.7","--","--","613","85.4"
"009116","Harding Middle School","044198","Lakewood City","Cuyahoga","Region 3","Open","019687","Middle School","Disabled","--","--","--","--","--","--","--","61.5","46.2","50.0","50.0","66.7","50.0","30.0","--","--","--","--","--","--","--","--","--","--","94.8","--","--","56","9.1"
"009116","Harding Middle School","044198","Lakewood City","Cuyahoga","Region 3","Open","019687","Middle School","NonDisabled","--","--","--","--","--","--","--","89.9","92.6","93.5","94.1","93.4","94.9","79.6","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","559","90.9"
"009117","Garfield Middle School","044198","Lakewood City","Cuyahoga","Region 3","Open","019687","Middle School","Disabled","--","--","--","--","--","--","--","52.9","52.9","64.0","48.0","50.0","45.8","41.7","--","--","--","--","--","--","--","--","--","--","94.1","--","--","92","16.5"
"009117","Garfield Middle School","044198","Lakewood City","Cuyahoga","Region 3","Open","019687","Middle School","NonDisabled","--","--","--","--","--","--","--","85.7","82.5","92.3","84.0","89.8","93.7","80.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","465","83.5"
"009119","Hayes Elementary School","044198","Lakewood City","Cuyahoga","Region 3","Open","009116","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","58","14.3"
"009119","Hayes Elementary School","044198","Lakewood City","Cuyahoga","Region 3","Open","009116","Elementary School","NonDisabled","93.8","89.2",">95.0","93.5","83.1","76.3","79.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","348","85.7"
"009120","Harrison Elementary School","044198","Lakewood City","Cuyahoga","Region 3","Open","009117","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.6","--","--","34","9.3"
"009120","Harrison Elementary School","044198","Lakewood City","Cuyahoga","Region 3","Open","009117","Elementary School","NonDisabled","77.1","70.8","78.8","54.5","61.4","54.4","42.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","330","90.7"
"009122","Columbus Collegiate Academy","009122","Columbus Collegiate Academy","Franklin","Region 11","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","35.7","7.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.0","--","--","28","13.1"
"009122","Columbus Collegiate Academy","009122","Columbus Collegiate Academy","Franklin","Region 11","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","77.2","47.4","81.2","79.7",">95.0",">95.0","76.7","--","--","--","--","--","--","--","--","--","--","94.4","--","--","185","86.9"
"009128","Ridgewood Elementary School","046474","Ridgewood Local","Coshocton","Region 12","Open","138552","Elementary School","Disabled","50.0","57.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","57","15.0"
"009128","Ridgewood Elementary School","046474","Ridgewood Local","Coshocton","Region 12","Open","138552","Elementary School","NonDisabled","80.8","80.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","325","85.3"
"009134","East Palestine High School","043927","East Palestine City","Columbiana","Region 5","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","64.7","11.8","58.8","17.6","11.8","--","--","--","--","--","90.3","50.0","72.7","62","17.2"
"009134","East Palestine High School","043927","East Palestine City","Columbiana","Region 5","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","89.7",">95.0",">95.0","85.3",">95.0",">95.0",">95.0",">95.0",">95.0","93.7","89.2","90.6","298","82.5"
"009145","Akron Early College High School","043489","Akron City","Summit","Region 8","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"009145","Akron Early College High School","043489","Akron City","Summit","Region 8","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","313",">95.0"
"009147","Northpointe Academy","009147","Northpointe Academy","Lucas","Region 1","Open","","Community School Startup","Disabled","50.0","20.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.9","--","--","31","11.0"
"009147","Northpointe Academy","009147","Northpointe Academy","Lucas","Region 1","Open","","Community School Startup","NonDisabled","23.1","11.5","42.3","26.9","36.0","60.0","28.0","53.8","38.5","54.5","36.4","--","--","--","--","--","--","--","--","--","--","--","--","--","91.7","--","--","252","89.0"
"009148","Zanesville Community School","009148","Zanesville Community School","Muskingum","Region 12","Open","","Dropout Recovery","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","45.5","41.7","21.4","66.7","23.1","78.0","45.5","--","30","30.6"
"009148","Zanesville Community School","009148","Zanesville Community School","Muskingum","Region 12","Open","","Dropout Recovery","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","60.7","53.6","44.4","39.3","33.3","91.3","82.6","77.3","80.0","69.2","73.9","61.9","70.8","68","69.4"
"009149","Constellation Schools: Westside Community School of the Arts","009149","Constellation Schools: Westside Community School of the Arts","Cuyahoga","Region 3","Open","","Community School Startup","Disabled","--","--","--","--","15.4","7.7","30.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.6","--","--","47","14.1"
"009149","Constellation Schools: Westside Community School of the Arts","009149","Constellation Schools: Westside Community School of the Arts","Cuyahoga","Region 3","Open","","Community School Startup","NonDisabled",">95.0",">95.0","91.7","75.0","74.2","74.2","77.4","93.9","75.8","93.3","86.7","94.1","82.4","58.8","--","--","--","--","--","--","--","--","--","--","95.0","--","--","286","85.9"
"009154","Cincinnati Leadership Academy","009154","Cincinnati Leadership Academy","Hamilton","Region 13","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","--","--","36","16.1"
"009154","Cincinnati Leadership Academy","009154","Cincinnati Leadership Academy","Hamilton","Region 13","Open","","Community School Startup","NonDisabled","43.8","37.5","35.0","5.0","38.1","33.3","14.3","50.0","0.0","33.3","0.0","92.9","21.4","7.1","--","--","--","--","--","--","--","--","--","--","94.4","--","--","187","83.9"
"009159","Prospect Elementary School","044065","Girard City School District","Trumbull","Region 5","Open","037366","Elementary School","Disabled","73.7","78.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.7","--","--","74","14.3"
"009159","Prospect Elementary School","044065","Girard City School District","Trumbull","Region 5","Open","037366","Elementary School","NonDisabled","88.1","92.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","--","--","443","85.7"
"009160","Jackson Northview Elementary School","044156","Jackson City","Jackson","Region 16","Open","020453","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.0","--","--","44","12.4"
"009160","Jackson Northview Elementary School","044156","Jackson City","Jackson","Region 16","Open","020453","Elementary School","NonDisabled",">95.0",">95.0",">95.0",">95.0","90.4","75.0","88.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","311","87.6"
"009163","C.M. Grant Leadership Academy","009163","C.M. Grant Leadership Academy","Franklin","Region 11","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","85.0","--","--","20","15.9"
"009163","C.M. Grant Leadership Academy","009163","C.M. Grant Leadership Academy","Franklin","Region 11","Open","","Community School Startup","NonDisabled","--","--","82.4","94.1","30.0","30.0","20.0","80.0","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","86.7","--","--","106","84.1"
"009164","Central Academy of Ohio","009164","Central Academy of Ohio","Lucas","Region 1","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","--","--","11","7.4"
"009164","Central Academy of Ohio","009164","Central Academy of Ohio","Lucas","Region 1","Open","","Community School Startup","NonDisabled","30.8","38.5","75.0","66.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","--","--","137","92.6"
"009167","Mississinawa Valley Elementary School","046672","Mississinawa Valley Local","Darke","Region 10","Open","025122","Elementary School","Disabled","--","--","--","--","--","--","--","84.6","53.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","82","22.0"
"009167","Mississinawa Valley Elementary School","046672","Mississinawa Valley Local","Darke","Region 10","Open","025122","Elementary School","NonDisabled","91.9","83.8","77.8",">95.0","80.4","88.9","89.1",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","291","78.0"
"009171","Star Academy of Toledo","009171","Star Academy of Toledo","Lucas","Region 1","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.7","--","--","21","16.4"
"009171","Star Academy of Toledo","009171","Star Academy of Toledo","Lucas","Region 1","Open","","Community School Startup","NonDisabled","58.8","52.9","70.0","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","85.9","--","--","107","83.6"
"009179","Horizon Science Academy Columbus Middle School","009179","Horizon Science Academy Columbus Middle School","Franklin","Region 11","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","35.7","35.7","--","--","27.3","54.5","36.4","--","--","--","--","--","--","--","--","--","--","93.6","--","--","36","8.5"
"009179","Horizon Science Academy Columbus Middle School","009179","Horizon Science Academy Columbus Middle School","Franklin","Region 11","Open","","Community School Startup","NonDisabled","--","--","--","--","--","--","--","72.1","47.4","71.8","55.1","84.2","87.6","58.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","390","91.5"
"009181","Clay Avenue Community School","009181","Clay Avenue Community School","Lucas","Region 1","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.0","--","--","46","9.3"
"009181","Clay Avenue Community School","009181","Clay Avenue Community School","Lucas","Region 1","Open","","Community School Startup","NonDisabled","64.4","55.9","84.2","55.3","20.0","22.2","11.1","88.7","58.5","83.7","71.4","82.6","78.3","34.8","--","--","--","--","--","--","--","--","--","--","93.1","--","--","448","90.7"
"009192","Foundation Academy","009192","Foundation Academy","Richland","Region 7","Open","","Community School Startup","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.0","--","--","38","11.1"
"009192","Foundation Academy","009192","Foundation Academy","Richland","Region 7","Open","","Community School Startup","NonDisabled","76.3","81.1","71.1","73.7","64.0","80.0","68.0","82.4","67.6","68.4","63.2","81.8","72.7","54.5","80.0","90.0","80.0","60.0","80.0","--","--","--","--","--","93.7","--","--","304","88.9"
"009200","James N. Gamble Montessori High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","55.2","51.7","72.2","27.8","11.1","50.0","33.3","58.3","25.0","16.7","--","--","--","--","--",">95.0","60.9","69.2","103","30.9"
"009200","James N. Gamble Montessori High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0","78.0",">95.0","76.6","38.3","89.7","82.8","93.1","86.2","65.5",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","89.7","87.0","230","69.1"
