"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Disability Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"137455","Van Buren Middle School","047464","Van Buren Local","Hancock","Region 1","Open","038232","Middle School","NonDisabled","--","--","--","--","--","--","--","93.1","91.7","90.0","90.0",">95.0",">95.0","81.3","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","226","92.6"
"137463","Piqua Junior High School","044644","Piqua City","Miami","Region 10","Open","030098","Junior High School","Disabled","--","--","--","--","--","--","--","--","--","41.5","29.3","47.5","42.5","25.0","--","--","--","--","--","--","--","--","--","--","94.7","--","--","85","17.5"
"137463","Piqua Junior High School","044644","Piqua City","Miami","Region 10","Open","030098","Junior High School","NonDisabled","--","--","--","--","--","--","--","--","--","90.5","86.8","93.8","90.9","73.6","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","400","82.5"
"138040","North Side Elementary School","048330","Lowellville Local","Mahoning","Region 5","Open","021683","Elementary School","Disabled","--","--","--","--","--","--","--","90.0","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.1","--","--","36","12.7"
"138040","North Side Elementary School","048330","Lowellville Local","Mahoning","Region 5","Open","021683","Elementary School","NonDisabled","94.6","91.9",">95.0","94.7","86.1","88.9","80.6",">95.0","94.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.6","--","--","247","87.0"
"138065","John C Dempsey Middle School","043877","Delaware City","Delaware","Region 11","Open","033084","Middle School","Disabled","--","--","--","--","--","--","--","--","--","53.7","38.9","57.7","51.9","40.4","--","--","--","--","--","--","--","--","--","--","94.0","--","--","111","13.5"
"138065","John C Dempsey Middle School","043877","Delaware City","Delaware","Region 11","Open","033084","Middle School","NonDisabled","--","--","--","--","--","--","--","--","--","92.5","89.5",">95.0","93.2","87.8","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","711","86.5"
"138099","COLUMBUS GLOBAL ACADEMY","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.9","--","--","14","2.0"
"138099","COLUMBUS GLOBAL ACADEMY","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","41.9","35.5","36.4","48.5","15.2","47.5","51.9","32.9","57.0","17.7","65.8","71.1","55.3","76.3","50.0","88.6","50.0","48.7","686",">95.0"
"138198","Eastmoor Academy","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","37.5","29.2","41.7","37.5","25.0","65.0","50.0","65.0","60.0","60.0","91.8","88.0","94.4","114","15.9"
"138198","Eastmoor Academy","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","85.7",">95.0","90.5","78.1",">95.0",">95.0",">95.0",">95.0","88.3","93.0","94.1",">95.0","604","84.1"
"138347","Mogadore Junior High School","050039","Mogadore Local","Summit","Region 8","Open","025148","Junior High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","50.0","30.0","30.0","--","--","--","--","--","--","--","--","--","--","94.7","--","--","18","11.6"
"138347","Mogadore Junior High School","050039","Mogadore Local","Summit","Region 8","Open","025148","Junior High School","NonDisabled","--","--","--","--","--","--","--","--","--","92.1","88.9",">95.0","91.4","73.9","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","136","87.7"
"138552","Ridgewood Middle School","046474","Ridgewood Local","Coshocton","Region 12","Open","031732","Middle School","Disabled","--","--","--","--","50.0","58.3","83.3","--","--","71.4","85.7","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","41","10.4"
"138552","Ridgewood Middle School","046474","Ridgewood Local","Coshocton","Region 12","Open","031732","Middle School","NonDisabled","--","--","84.4","90.9","80.6","81.7",">95.0","92.7","93.9","91.2","82.4","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","354","89.6"
"138602","Springboro Intermediate School","050427","Springboro Community City","Warren","Region 13","Open","065417","Elementary School","Disabled","--","--","--","--","--","--","--","65.3","53.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","50","9.7"
"138602","Springboro Intermediate School","050427","Springboro Community City","Warren","Region 13","Open","065417","Elementary School","NonDisabled","--","--","--","--","--","--","--",">95.0","90.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","463","90.3"
"138727","Franklin Woods Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062208","Elementary School","Disabled","--","--","--","--","20.4","20.4","22.2","55.8","37.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.0","--","--","101","16.4"
"138727","Franklin Woods Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062208","Elementary School","NonDisabled","--","--","--","--","62.6","71.7","42.2","81.9","81.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.5","--","--","515","83.6"
"138735","Holt Crossing Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062182","Elementary School","Disabled","--","--","--","--","39.1","39.1","41.3","56.4","56.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.7","--","--","100","13.7"
"138735","Holt Crossing Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062182","Elementary School","NonDisabled","--","--","--","--","71.1","71.7","60.9","86.1","83.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","632","86.3"
"138743","Galloway Ridge Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062216","Elementary School","Disabled","--","--","--","--","38.1","28.6","20.6","58.6","36.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","--","--","125","18.2"
"138743","Galloway Ridge Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062216","Elementary School","NonDisabled","--","--","--","--","74.5","74.9","57.5","87.5","81.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","563","82.0"
"138750","Park Street Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062190","Elementary School","Disabled","--","--","--","--","31.8","27.3","29.5","48.3","36.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.8","--","--","80","12.2"
"138750","Park Street Intermediate School","044800","South-Western City","Franklin","Region 11","Open","062190","Elementary School","NonDisabled","--","--","--","--","75.1","76.2","78.7","89.4","89.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","573","87.6"
"138826","Julian & Marjorie Lange School Elementary School","044586","Oakwood City","Montgomery","Region 10","Open","034694","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","11","8.7"
"138826","Julian & Marjorie Lange School Elementary School","044586","Oakwood City","Montgomery","Region 10","Open","034694","Elementary School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","116","91.3"
"138859","Little Miami Intermediate Middle School","050443","Little Miami Local","Warren","Region 13","Open","021121","Middle School","Disabled","--","--","--","--","45.0","40.0","50.0","66.7","66.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","85","12.3"
"138859","Little Miami Intermediate Middle School","050443","Little Miami Local","Warren","Region 13","Open","021121","Middle School","NonDisabled","--","--","--","--","86.8","82.7","87.1",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","606","87.7"
"138958","Harmon Middle School","046896","Pickerington Local","Fairfield","Region 11","Open","145078","Middle School","Disabled","--","--","--","--","35.3","38.2","50.0","56.3","33.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","--","--","70","12.8"
"138958","Harmon Middle School","046896","Pickerington Local","Fairfield","Region 11","Open","145078","Middle School","NonDisabled","--","--","--","--","83.7","78.9","83.7",">95.0","89.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","477","87.2"
"138966","Diley Middle School","046896","Pickerington Local","Fairfield","Region 11","Open","112581","Middle School","Disabled","--","--","--","--","43.5","47.8","43.5","73.6","60.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","--","--","79","14.1"
"138966","Diley Middle School","046896","Pickerington Local","Fairfield","Region 11","Open","112581","Middle School","NonDisabled","--","--","--","--","88.9","83.9","80.0",">95.0","93.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","480","85.7"
"139022","Southeastern Jr. High School","046276","Southeastern Local","Clark","Region 10","Open","035196","Junior High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.0","--","--","17","14.3"
"139022","Southeastern Jr. High School","046276","Southeastern Local","Clark","Region 10","Open","035196","Junior High School","NonDisabled","--","--","--","--","--","--","--","--","--","86.5","82.7",">95.0",">95.0","79.2","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","102","85.7"
"139204","Tinora Elementary School","046722","Northeastern Local","Defiance","Region 1","Open","064139","Elementary School","Disabled","64.3","71.4","69.2","53.8","66.7","46.7","60.0","70.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","60","13.9"
"139204","Tinora Elementary School","046722","Northeastern Local","Defiance","Region 1","Open","064139","Elementary School","NonDisabled",">95.0",">95.0",">95.0",">95.0","83.3","83.3","83.3",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","372","86.1"
"139212","Lynchburg-Clay Elementary School","047639","Lynchburg-Clay Local","Highland","Region 14","Open","139220","Elementary School","Disabled",">95.0","90.9","76.9",">95.0",">95.0",">95.0","86.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.0","--","--","101","19.1"
"139212","Lynchburg-Clay Elementary School","047639","Lynchburg-Clay Local","Highland","Region 14","Open","139220","Elementary School","NonDisabled","91.8","89.0",">95.0","91.0","88.2","85.5",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","428","80.9"
"139220","Lynchburg-Clay Middle School","047639","Lynchburg-Clay Local","Highland","Region 14","Open","021816","Middle School","Disabled","--","--","--","--","--","--","--",">95.0","93.3","58.3","41.7","90.9","90.9","72.7","--","--","--","--","--","--","--","--","--","--","94.9","--","--","39","13.9"
"139220","Lynchburg-Clay Middle School","047639","Lynchburg-Clay Local","Highland","Region 14","Open","021816","Middle School","NonDisabled","--","--","--","--","--","--","--","91.7",">95.0",">95.0","87.0",">95.0","88.8","86.5","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","241","86.1"
"139287","Central Intermediate School","044974","Wadsworth City","Medina","Region 8","Open","005710","Elementary School","Disabled","--","--","--","--","36.6","36.6","43.9","88.1","76.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","85","11.5"
"139287","Central Intermediate School","044974","Wadsworth City","Medina","Region 8","Open","005710","Elementary School","NonDisabled","--","--","--","--","93.7","89.8","91.7",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","655","88.5"
"139311","Monroe Jr./Sr. High School","139303","Monroe Local School District","Butler","Region 13","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","58.3","20.8","52.9","58.8","35.3","88.2","64.7","82.4","88.2","70.6","71.4","42.9","78.6","64.3","42.9","93.5","70.6","85.7","110","10.4"
"139311","Monroe Jr./Sr. High School","139303","Monroe Local School District","Butler","Region 13","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0","85.0","92.8","88.9","80.4",">95.0","94.2",">95.0",">95.0","92.8",">95.0",">95.0",">95.0",">95.0","94.4",">95.0",">95.0",">95.0","951","89.6"
"139337","Monroe Elementary School","139303","Monroe Local School District","Butler","Region 13","Open","139311","Elementary School","Disabled","18.8","56.3","47.4","47.4","40.0","60.0","72.0","79.3","65.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","112","10.8"
"139337","Monroe Elementary School","139303","Monroe Local School District","Butler","Region 13","Open","139311","Elementary School","NonDisabled","91.3","94.7","94.5","94.5","88.8","88.8","93.8",">95.0","91.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","925","89.2"
"139360","Oak Creek Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","146860","Elementary School","Disabled","--","--","95.0","70.0","40.0","46.7","53.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","71","12.8"
"139360","Oak Creek Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","146860","Elementary School","NonDisabled",">95.0","92.9",">95.0","93.9","86.5","87.8","91.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","483","87.2"
"139477","Bright Elementary School","047613","Bright Local","Highland","Region 14","Open","000519","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","65","16.7"
"139477","Bright Elementary School","047613","Bright Local","Highland","Region 14","Open","000519","Elementary School","NonDisabled","88.9","86.7","77.1","77.1","52.0","50.0","52.0","81.3","66.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","325","83.3"
"139485","Stingel Elementary School","049478","Ontario Local","Richland","Region 7","Open","028688","Elementary School","Disabled","54.5","63.6","37.5","37.5","15.8","10.5","31.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","--","--","87","10.3"
"139485","Stingel Elementary School","049478","Ontario Local","Richland","Region 7","Open","028688","Elementary School","NonDisabled","92.6","89.7","93.8","88.3","82.2","75.3","74.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","761","89.7"
"139543","James A. Garfield Intermediate School","049205","James A Garfield Local","Portage","Region 8","Closed","013177","Elementary School","Disabled","--","--","--","--","28.6","28.6","35.7","61.5","30.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","--","--","29","11.6"
"139543","James A. Garfield Intermediate School","049205","James A Garfield Local","Portage","Region 8","Closed","013177","Elementary School","NonDisabled","--","--","--","--","84.8","83.9","83.0",">95.0","93.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","220","88.4"
"139584","Girard Junior High School","044065","Girard City School District","Trumbull","Region 5","Open","013482","Junior High School","Disabled","--","--","--","--","--","--","--","--","--","76.9","53.8","80.0","85.7","46.7","--","--","--","--","--","--","--","--","--","--","92.4","--","--","28","9.7"
"139584","Girard Junior High School","044065","Girard City School District","Trumbull","Region 5","Open","013482","Junior High School","NonDisabled","--","--","--","--","--","--","--","--","--","88.0","77.6",">95.0","93.0","86.8","--","--","--","--","--","--","--","--","--","--","93.9","--","--","261","90.3"
"139717","Loveland Intermediate School","044271","Loveland City","Hamilton","Region 13","Open","021592","Elementary School","Disabled","--","--","--","--","38.5","48.7","56.4","76.1","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","88","11.5"
"139717","Loveland Intermediate School","044271","Loveland City","Hamilton","Region 13","Open","021592","Elementary School","NonDisabled","--","--","--","--","91.0","88.4","92.6",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","680","88.5"
"139873","Carson Elementary School","043752","Cincinnati City","Hamilton","Region 13","Open","008110","Elementary School","Disabled","76.5","37.5","52.4","23.8","78.6","57.1","35.7","75.0","73.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","152","22.5"
"139873","Carson Elementary School","043752","Cincinnati City","Hamilton","Region 13","Open","008110","Elementary School","NonDisabled","72.6","60.0","62.0","52.0","48.0","38.0","30.0","84.7","76.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","524","77.4"
"140020","Liberty Center Middle School","047589","Liberty Center Local","Henry","Region 1","Closed","------","Middle School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140020","Liberty Center Middle School","047589","Liberty Center Local","Henry","Region 1","Closed","------","Middle School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"140046","H G Blake Elementary School","044388","Medina City SD","Medina","Region 8","Open","115873","Elementary School","Disabled","--","--","45.5","45.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","43","9.5"
"140046","H G Blake Elementary School","044388","Medina City SD","Medina","Region 8","Open","115873","Elementary School","NonDisabled","92.9","90.6",">95.0",">95.0","88.5","89.7","87.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","412","90.5"
"140152","Choices Alternative School","043711","Canton City","Stark","Region 9","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","50.0","12","11.8"
"140152","Choices Alternative School","043711","Canton City","Stark","Region 9","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","85.5","29.1","49.5","90","88.2"
"140350","Portsmouth Elementary","044669","Portsmouth City","Scioto","Region 15","Open","030569","Elementary School","Disabled","50.0","46.2","71.4","57.1","33.3","33.3","33.3","59.5","35.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","213","23.2"
"140350","Portsmouth Elementary","044669","Portsmouth City","Scioto","Region 15","Open","030569","Elementary School","NonDisabled","82.9","78.9","91.7","84.5","61.6","61.2","65.1","83.1","80.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","705","76.7"
"140590","Creekview Intermediate Elementary School","045476","Marysville Exempted Village","Union","Region 11","Open","023127","Elementary School","Disabled","--","--","--","--","49.4","47.0","54.2","73.9","52.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","152","20.5"
"140590","Creekview Intermediate Elementary School","045476","Marysville Exempted Village","Union","Region 11","Open","023127","Elementary School","NonDisabled","--","--","--","--","92.3","82.2","91.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","591","79.5"
"140806","Alton Darby Elementary School","047019","Hilliard City","Franklin","Region 11","Open","112698","Elementary School","Disabled","66.7","58.3","70.0","60.0","55.6","55.6","55.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","61","15.3"
"140806","Alton Darby Elementary School","047019","Hilliard City","Franklin","Region 11","Open","112698","Elementary School","NonDisabled","91.0","89.6",">95.0","90.8","85.5","89.1","87.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","338","84.7"
"140814","Hilliard Tharp Sixth Grade Elementary School","047019","Hilliard City","Franklin","Region 11","Open","119438","Middle School","Disabled","--","--","--","--","--","--","--","69.5","57.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","82","12.7"
"140814","Hilliard Tharp Sixth Grade Elementary School","047019","Hilliard City","Franklin","Region 11","Open","119438","Middle School","NonDisabled","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","565","87.3"
"140822","Hoffman Trails Elementary School","047019","Hilliard City","Franklin","Region 11","Open","112698","Elementary School","Disabled","--","--","93.3","80.0","62.5","56.3","56.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","55","11.5"
"140822","Hoffman Trails Elementary School","047019","Hilliard City","Franklin","Region 11","Open","112698","Elementary School","NonDisabled",">95.0",">95.0","93.5","89.6",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","424","88.5"
"140830","Hilliard Memorial Middle School","047019","Hilliard City","Franklin","Region 11","Open","009091","Middle School","Disabled","--","--","--","--","--","--","--","--","--","70.0","60.0","79.1","58.1","41.9","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","93","11.7"
"140830","Hilliard Memorial Middle School","047019","Hilliard City","Franklin","Region 11","Open","009091","Middle School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","89.2","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","703","88.3"
"140871","Triad Middle School","046201","Triad Local","Champaign","Region 6","Open","037531","Middle School","Disabled","--","--","--","--","26.7","40.0","33.3","--","--","50.0","16.7","--","--","--","--","--","--","--","--","--","--","--","--","--","93.5","--","--","44","13.7"
"140871","Triad Middle School","046201","Triad Local","Champaign","Region 6","Open","037531","Middle School","NonDisabled","--","--","--","--","70.1","70.1","59.7",">95.0","91.4",">95.0","79.4","94.4","94.4","85.9","--","--","--","--","--","--","--","--","--","--","94.7","--","--","277","86.3"
"140889","Leighton Elementary School","049171","Aurora City","Portage","Region 8","Open","066803","Elementary School","Disabled","88.2","70.6","84.2","63.2","68.0","72.0","52.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","63","10.1"
"140889","Leighton Elementary School","049171","Aurora City","Portage","Region 8","Open","066803","Elementary School","NonDisabled",">95.0",">95.0",">95.0",">95.0","94.1",">95.0","91.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","563","89.9"
"140970","Tyler Run Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","140988","Elementary School","Disabled","--","--","57.1","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","62","10.2"
"140970","Tyler Run Elementary School","046763","Olentangy Local","Delaware","Region 11","Open","140988","Elementary School","NonDisabled",">95.0",">95.0","94.7","92.6",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","547","89.8"
"140988","Olentangy Liberty Middle School","046763","Olentangy Local","Delaware","Region 11","Open","145953","Middle School","Disabled","--","--","--","--","--","--","--","91.7","75.0","66.7","50.0","78.8","66.7","60.6","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","83","10.3"
"140988","Olentangy Liberty Middle School","046763","Olentangy Local","Delaware","Region 11","Open","145953","Middle School","NonDisabled","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","722","89.6"
"141994","Visintainer Middle School","043661","Brunswick City","Medina","Region 8","Open","003970","Middle School","Disabled","--","--","--","--","--","--","--","43.8","56.3","45.5","50.0","43.8","37.5","12.5","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","52","9.5"
"141994","Visintainer Middle School","043661","Brunswick City","Medina","Region 8","Open","003970","Middle School","NonDisabled","--","--","--","--","--","--","--",">95.0","82.0","94.2","88.4",">95.0","93.6","80.2","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","498","90.7"
"142000","Jackson Middle School","044800","South-Western City","Franklin","Region 11","Open","061325","Middle School","Disabled","--","--","--","--","--","--","--","--","--","41.9","32.3","66.7","54.5","30.3","--","--","--","--","--","--","--","--","--","--","93.4","--","--","82","13.0"
"142000","Jackson Middle School","044800","South-Western City","Franklin","Region 11","Open","061325","Middle School","NonDisabled","--","--","--","--","--","--","--","--","--",">95.0","91.8",">95.0","93.2","83.7","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","548","87.0"
"142018","Central Crossing High School","044800","South-Western City","Franklin","Region 11","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","53.8","50.0","51.3","48.7","43.6","76.2","66.7","71.4","78.6","78.6","92.9","79.7","82.1","230","14.2"
"142018","Central Crossing High School","044800","South-Western City","Franklin","Region 11","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.1","86.9","94.4","90.7","85.1",">95.0","95.0",">95.0","95.0","93.9","93.7","89.9","90.7","1387","85.8"
"142034","Columbus Africentric Early College","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Disabled","--","--","--","--","--","--","--","--","--","--","--","40.0","20.0","0.0","--","--","--","--","--","--","--","--","--","--","89.6","--","--","48","10.2"
"142034","Columbus Africentric Early College","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","NonDisabled","--","--","--","--","--","--","--","66.0","36.0","59.6","26.3","72.0","39.6","18.8","82.2","58.9","83.6","57.5","49.3",">95.0","91.8",">95.0",">95.0","75.5","91.6","78.8","79.1","421","89.6"
"142141","Southern Elementary School","048538","Southern Local","Meigs","Region 16","Open","035220","Elementary School","Disabled","--","--","--","--","--","--","--","75.0","58.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","83","17.1"
"142141","Southern Elementary School","048538","Southern Local","Meigs","Region 16","Open","035220","Elementary School","NonDisabled","92.7","82.9","82.2","88.9","85.3","91.2","91.2",">95.0","89.4","88.9","71.1",">95.0","92.3","59.6","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","402","82.9"
"142158","Morgan Junior High School","048777","Morgan Local","Morgan","Region 12","Open","","Junior High School","Disabled","--","--","--","--","--","--","--","--","--","26.7","66.7","33.3","55.6","22.2","--","--","--","--","--","--","--","--","--","--","93.4","--","--","39","13.5"
"142158","Morgan Junior High School","048777","Morgan Local","Morgan","Region 12","Open","","Junior High School","NonDisabled","--","--","--","--","--","--","--","--","--","88.2","77.3",">95.0","92.5","81.4","--","--","--","--","--","--","--","--","--","--","94.9","--","--","249","86.5"
"142166","East Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","49","12.6"
"142166","East Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","NonDisabled","91.5","83.3",">95.0","91.3","81.8","77.3","90.9","94.0","94.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","339","87.4"
"142174","West Elementary School","048777","Morgan Local","Morgan","Region 12","Open","","Elementary School","Disabled","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.6","--","--","58","20.1"
