"District IRN","District Name","County","Region","Gifted ","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"047266","Greeneview Local","Greene","Region 10","Gifted",">95.0",">95.0","--","--",">95.0",">95.0",">95.0","--","--",">95.0",">95.0",">95.0","92.3","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.7",">95.0",">95.0",">95.0","95.0","--","132","9.6"
"047274","Bellbrook-Sugarcreek Local","Greene","Region 10","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","630","25.0"
"047308","Rolling Hills Local","Guernsey","Region 12","Gifted","85.7",">95.0",">95.0",">95.0",">95.0","87.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","235","13.3"
"047332","Finneytown Local","Hamilton","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.2",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","305","21.3"
"047340","Forest Hills Local","Hamilton","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","2192","30.4"
"047365","Northwest Local","Hamilton","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1144","13.4"
"047373","Oak Hills Local","Hamilton","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1590","21.2"
"047381","Southwest Local","Hamilton","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","416","12.4"
"047399","Three Rivers Local","Hamilton","Region 13","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","405","20.9"
"047415","Arcadia Local","Hancock","Region 1","Gifted","90.9","90.9","--","--","--","--","--","--","--",">95.0","93.8","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","110","19.7"
"047423","Arlington Local","Hancock","Region 1","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","97","18.2"
"047431","Cory-Rawson Local","Hancock","Region 1","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","56","8.9"
"047449","Liberty-Benton Local","Hancock","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","283","21.8"
"047456","McComb Local","Hancock","Region 1","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","35","5.3"
"047464","Van Buren Local","Hancock","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","226","22.2"
"047472","Vanlue Local","Hancock","Region 1","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","21","8.3"
"047498","Hardin Northern Local","Hardin","Region 6","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","93.8","50","11.3"
"047506","Ridgemont Local","Hardin","Region 6","Gifted","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0","80","16.0"
"047514","Riverdale Local","Hardin","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.1",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","171","17.4"
"047522","Upper Scioto Valley Local","Hardin","Region 6","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--",">95.0","69","12.7"
"047548","Conotton Valley Union Local","Harrison","Region 12","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.4","--","--","26","6.5"
"047571","Holgate Local","Henry","Region 1","Gifted","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","74","15.3"
"047589","Liberty Center Local","Henry","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0",">95.0",">95.0","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","167","15.8"
"047597","Patrick Henry Local","Henry","Region 1","Gifted",">95.0",">95.0","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","91.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","196","21.1"
"047613","Bright Local","Highland","Region 14","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","49","6.9"
"047621","Fairfield Local","Highland","Region 14","Gifted","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","--","94","9.8"
"047639","Lynchburg-Clay Local","Highland","Region 14","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.1","94.1",">95.0",">95.0",">95.0","93.3",">95.0","160","13.7"
"047688","East Holmes Local","Holmes","Region 12","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","353","20.3"
"047696","West Holmes Local","Holmes","Region 9","Gifted",">95.0",">95.0",">95.0",">95.0","94.4","94.4",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","360","14.8"
"047712","Monroeville Local","Huron","Region 2","Gifted","92.3",">95.0","--","--",">95.0","90.0","90.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","70","10.9"
"047720","New London Local","Huron","Region 2","Gifted","--","--","--","--","--","--","--",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","90.0",">95.0","93.6",">95.0","--","54","7.1"
"047738","South Central Local","Huron","Region 2","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","37","4.4"
"047746","Western Reserve Local","Huron","Region 2","Gifted",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","67","5.6"
"047761","Oak Hill Union Local","Jackson","Region 16","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","83.8","94.6",">95.0",">95.0",">95.0","93.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","278","22.0"
"047787","Buckeye Local","Jefferson","Region 12","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.1",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","282","15.0"
"047795","Edison Local","Jefferson","Region 12","Gifted",">95.0",">95.0",">95.0",">95.0","91.3","78.3","91.3",">95.0","83.3","--","--",">95.0",">95.0","92.9","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","137","8.6"
"047803","Indian Creek Local","Jefferson","Region 12","Gifted",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","173","8.0"
"047829","Centerburg Local","Knox","Region 7","Gifted",">95.0",">95.0",">95.0",">95.0","95.0","85.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","234","21.6"
"047837","Danville Local","Knox","Region 7","Gifted","--","--","--","--","--","--","--",">95.0",">95.0","--","--",">95.0","92.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","124","18.3"
"047845","East Knox Local","Knox","Region 7","Gifted",">95.0",">95.0","90.5","90.5","90.5",">95.0","90.5",">95.0",">95.0",">95.0","94.1","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","173","16.1"
"047852","Fredericktown Local","Knox","Region 7","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","85.0",">95.0",">95.0","82.6","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","88.9",">95.0","152","12.5"
"047878","Kirtland Local","Lake","Region 4","Gifted",">95.0",">95.0",">95.0",">95.0","92.1",">95.0","92.1",">95.0",">95.0",">95.0","94.1",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","406","34.6"
"047886","Madison Local","Lake","Region 4","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","286","9.3"
"047894","Riverside Local","Lake","Region 4","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","93.9",">95.0","667","15.4"
"047902","Perry Local","Lake","Region 4","Gifted",">95.0",">95.0",">95.0",">95.0","93.8","91.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","532","30.2"
"047928","Dawson-Bryant Local","Lawrence","Region 15","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","11","0.9"
"047936","Fairland Local","Lawrence","Region 15","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","131","7.9"
"047944","Rock Hill Local","Lawrence","Region 15","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","--","--","83","5.6"
"047951","South Point Local","Lawrence","Region 15","Gifted",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","90.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.7",">95.0","134","7.8"
"047969","Symmes Valley Local","Lawrence","Region 15","Gifted","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0","91.7","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","62","7.9"
"047985","Johnstown-Monroe Local","Licking","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0","93.5",">95.0","93.5",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","350","22.5"
"047993","Lakewood Local","Licking","Region 11","Gifted","94.4",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","289","14.9"
"048009","Licking Heights Local","Licking","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","466","13.1"
"048017","Licking Valley Local","Licking","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","455","23.0"
"048025","North Fork Local","Licking","Region 11","Gifted","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","140","8.3"
"048033","Northridge Local","Licking","Region 11","Gifted",">95.0",">95.0","--","--","94.4","88.9","94.4",">95.0",">95.0",">95.0","94.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","182","14.3"
"048041","Southwest Licking Local","Licking","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","777","20.5"
"048074","Benjamin Logan Local","Logan","Region 6","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","182","10.2"
"048082","Indian Lake Local","Logan","Region 6","Gifted","--","--",">95.0",">95.0","92.9","92.9",">95.0",">95.0","94.4",">95.0",">95.0","93.8",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.7",">95.0","132","7.6"
"048090","Riverside Local","Logan","Region 6","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","36","5.1"
"048116","Avon Local","Lorain","Region 2","Gifted",">95.0",">95.0",">95.0",">95.0","94.6",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1373","32.9"
"048124","Avon Lake City","Lorain","Region 2","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","780","21.8"
"048132","Clearview Local","Lorain","Region 2","Gifted",">95.0",">95.0",">95.0","94.4","95.0","95.0","85.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","90.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.8","95.0",">95.0","224","13.0"
"048140","Columbia Local","Lorain","Region 2","Gifted",">95.0",">95.0",">95.0",">95.0","91.7","91.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","211","22.6"
"048157","Firelands Local","Lorain","Region 2","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","342","19.6"
"048165","Keystone Local","Lorain","Region 2","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","219","12.9"
"048173","Midview Local","Lorain","Region 2","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0","94.6","93.2",">95.0",">95.0",">95.0","94.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","747","26.2"
"048207","Anthony Wayne Local","Lucas","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","--",">95.0","679","15.9"
"048215","Ottawa Hills Local","Lucas","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","550","60.6"
"048223","Springfield Local","Lucas","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","384","9.5"
"048231","Washington Local","Lucas","Region 1","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","884","13.4"
"048256","Jefferson Local","Madison","Region 11","Gifted","--","--","--","--",">95.0","--",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0","--","--","85","6.5"
"048264","Jonathan Alder Local","Madison","Region 11","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.3",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","399","18.2"
"048272","Madison-Plains Local","Madison","Region 11","Gifted",">95.0","93.8",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","121","10.3"
"048298","Austintown Local","Mahoning","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","456","8.5"
"048306","Boardman Local","Mahoning","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","481","11.1"
"048314","Canfield Local","Mahoning","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","599","22.5"
"048322","Jackson-Milton Local","Mahoning","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","31","3.8"
"048330","Lowellville Local","Mahoning","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","86","14.4"
"048348","Poland Local","Mahoning","Region 5","Gifted","--","--",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","162","7.7"
"048355","Sebring Local","Mahoning","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","--","--","35","6.0"
"048363","South Range Local","Mahoning","Region 5","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0",">95.0",">95.0","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","118","9.4"
"048371","Springfield Local","Mahoning","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","62","5.7"
"048389","West Branch Local","Mahoning","Region 5","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","273","12.8"
"048397","Western Reserve Local","Mahoning","Region 5","Gifted","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--",">95.0","52","7.3"
"048413","Elgin Local","Marion","Region 7","Gifted","--","--","93.1",">95.0","93.8","93.8","93.8","--","--",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","91.9","129","11.3"
"048421","Pleasant Local","Marion","Region 7","Gifted","91.7","91.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","247","18.8"
"048439","Ridgedale Local","Marion","Region 7","Gifted","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0","--","--","--",">95.0",">95.0",">95.0",">95.0","91.7","--","--","--","--","--",">95.0","--","--","118","15.5"
"048447","River Valley Local","Marion","Region 7","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.9",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--","229","11.4"
"048462","Black River Local","Medina","Region 7","Gifted","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","175","15.1"
"048470","Buckeye Local","Medina","Region 8","Gifted",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.4",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","92.7",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","601","26.0"
