"District IRN","District Name","County","Region","Teachers Attendance Rate 2013-14","Average Years of Teacher Experience","Average Number of Full Time Teachers","Average Teacher Salary","Average Number of Full Time Teachers Who Have At Least a Bachelors","% of Teachers Who Have At Least a Bachelors","Average Number of Full Time Teachers Who Have At Least a Masters","% of Teachers Who Have At Least a Masters","% of Core Courses Taught by a Properly Certified Teacher","# of Core Courses Taught by a Properly Certified Teacher","Total # of Core Courses","% of Core Courses Taught by a Highly Qualified Teacher","# of Core Courses Taught by a Highly Qualified Teacher","% of Core Courses Taught by Teacher with a Temporary Certificate","# of Core Courses Taught by Teacher with a Temporary Certificate"
"000442","Manchester Local","Adams","Region 14","96","13","58","53731","58","100.0","34","58.9","100","225.0","225.0","100.0","225.0","0","0.0"
"043489","Akron City","Summit","Region 8","97.6","11","1382","63413","1339","96.9","858","62.1","94.8","6927.0","7308.0","98.6","7209.0","0","0.0"
"043497","Alliance City","Stark","Region 9","95.9","9","215","51936","211","98.1","126","58.8","98.9","743.0","751.0","98.7","741.0","0","0.0"
"043505","Ashland City","Ashland","Region 7","95.4","15","225","50564","223","99.1","159","70.7","99.4","903.0","908.0","100.0","908.0","0","0.0"
"043513","Ashtabula Area City","Ashtabula","Region 5","95.3","15","199","52712","199","100.0","152","76.4","100","992.0","992.0","100.0","992.0","0","0.0"
"043521","Athens City","Athens","Region 16","93.7","16","204","58138","204","100.0","153","75.2","98.8","1083.0","1096.0","99.7","1093.0","0","0.0"
"043539","Barberton City","Summit","Region 8","94.5","16","218","58936","218","100.0","167","76.6","99.8","1183.0","1185.0","100.0","1185.0","0","0.0"
"043547","Bay Village City","Cuyahoga","Region 3","96.4","10","158","69341","158","100.0","123","78.1","100","804.0","804.0","100.0","804.0","0","0.0"
"043554","Beachwood City","Cuyahoga","Region 3","95.5","14","135","81672","135","99.8","113","83.6","99.3","756.0","761.0","99.9","760.0","0","0.0"
"043562","Bedford City","Cuyahoga","Region 3","96.4","12","228","63709","223","97.8","109","47.6","100","1372.0","1372.0","100.0","1372.0","0","0.0"
"043570","Bellaire Local","Belmont","Region 12","93.3","13","75","43933","75","100.0","54","71.8","95","341.0","359.0","98.9","355.0","0","0.0"
"043588","Bellefontaine City","Logan","Region 6","95.5","15","174","49422","174","100.0","125","71.7","100","658.0","658.0","99.7","656.0","0","0.0"
"043596","Bellevue City","Huron","Region 2","96","17","125","54695","125","100.0","77","61.7","99.7","582.0","584.0","100.0","584.0","0","0.0"
"043604","Belpre City","Washington","Region 16","94.8","4","57","49397","56","98.3","40","70.4","100","389.0","389.0","100.0","389.0","0","0.0"
"043612","Berea City","Cuyahoga","Region 3","95.3","17","428","64463","428","100.0","264","61.6","100","2302.0","2302.0","99.5","2290.0","0","0.0"
"043620","Bexley City","Franklin","Region 11","95.2","18","155","75815","155","100.0","128","82.8","100","709.0","709.0","100.0","709.0","0","0.0"
"043638","Bowling Green City","Wood","Region 1","96.6","14","173","60437","173","100.0","132","76.1","100","763.0","763.0","100.0","763.0","0","0.0"
"043646","Brecksville-Broadview Heights City","Cuyahoga","Region 3","95.1","11","222","77155","216","96.9","182","81.9","100","1278.0","1278.0","99.8","1276.0","0","0.0"
"043653","Brooklyn City","Cuyahoga","Region 3","99.7","7","92","60723","92","100.0","54","58.4","100","506.0","506.0","100.0","506.0","0","0.0"
"043661","Brunswick City","Medina","Region 8","96.9","12","394","59805","393","99.7","276","70.1","100","1855.0","1855.0","100.0","1855.0","0","0.0"
"043679","Bryan City","Williams","Region 1","94.6","15","140","51417","140","100.0","98","70.1","99.9","696.0","697.0","100.0","697.0","0","0.0"
"043687","Bucyrus City","Crawford","Region 7","93.8","14","104","48574","104","100.0","72","69.3","100","411.0","411.0","100.0","411.0","0","0.0"
"043695","Cambridge City","Guernsey","Region 12","95","16","147","48834","147","100.0","100","67.8","100","650.0","650.0","100.0","650.0","0","0.0"
"043703","Campbell City","Mahoning","Region 5","95","14","93","54974","93","100.0","34","36.2","100","518.0","518.0","97.9","507.0","0","0.0"
"043711","Canton City","Stark","Region 9","94.5","13","645","56057","588","91.2","430","66.6","96","2429.0","2529.0","99.8","2525.0","0","1.0"
"043729","Celina City","Mercer","Region 6","95.5","14","193","51752","192","99.5","140","72.2","100","1175.0","1175.0","100.0","1175.0","0","0.0"
"043737","Centerville City","Montgomery","Region 10","96.9","13","520","61845","502","96.5","346","66.6","95.7","1336.0","1396.0","100.0","1396.0","0","0.0"
"043745","Chillicothe City","Ross","Region 15","95.2","14","172","53485","172","100.0","109","63.2","100","791.0","791.0","100.0","791.0","0","0.0"
"043752","Cincinnati City","Hamilton","Region 13","95.7","18","2108","63081","2094","99.3","1427","67.7","84.9","7330.0","8635.0","90.1","7780.0","0","0.0"
"043760","Circleville City","Pickaway","Region 11","95.6","13","128","60634","128","100.0","86","67.5","100","715.0","715.0","100.0","715.0","0","0.0"
"043778","Claymont City","Tuscarawas","Region 12","95.5","12","143","45979","143","100.0","87","61.1","100","629.0","629.0","99.7","627.0","0","0.0"
"043786","Cleveland Municipal City","Cuyahoga","Region 3","87.2","16","2469","70466","2467","99.9","1996","80.8","92.3","13086.0","14185.0","93.7","13295.0","0","0.0"
"043794","Cleveland Heights-University Heights City","Cuyahoga","Region 3","92.9","10","512","71347","512","100.0","387","75.4","99.5","2247.0","2259.0","100.0","2259.0","0","0.0"
"043802","Columbus City","Franklin","Region 11","93.4","12","3077","65390","3022","98.2","1912","62.1","93.2","14405.0","15451.0","98.5","15220.0","0","0.0"
"043810","Conneaut Area City","Ashtabula","Region 5","94.5","14","114","52556","114","100.0","85","74.7","100","545.0","545.0","99.8","544.0","0","0.0"
"043828","Coshocton City","Coshocton","Region 12","96.7","14","109","52168","109","100.0","80","73.0","100","573.0","573.0","100.0","573.0","0","0.0"
"043836","Cuyahoga Falls City","Summit","Region 8","95.5","12","354","52587","334","94.2","205","57.9","98.5","1532.0","1555.0","100.0","1555.0","0","0.0"
"043844","Dayton City","Montgomery","Region 10","92.1","16","1028","49724","1015","98.7","593","57.7","92.2","3745.0","4064.0","98.3","3993.0","0","0.0"
"043851","Deer Park Community City","Hamilton","Region 13","95.5","14","73","59734","73","100.0","58","79.7","98.4","365.0","371.0","100.0","371.0","0","0.0"
"043869","Defiance City","Defiance","Region 1","96.7","16","144","50088","144","100.0","88","61.0","99.5","1017.0","1022.0","98.8","1010.0","0","0.0"
"043877","Delaware City","Delaware","Region 11","95.7","12","329","57305","329","100.0","234","71.1","99","1518.0","1534.0","100.0","1534.0","0","0.0"
"043885","Delphos City","Allen","Region 6","95.7","17","61","54849","61","100.0","29","47.1","100","347.0","347.0","100.0","347.0","0","0.0"
"043893","Dover City","Tuscarawas","Region 12","96.5","17","167","55276","165","98.8","113","67.8","100","725.0","725.0","100.0","725.0","0","0.0"
"043901","East Cleveland City","Cuyahoga","Region 3","91","17","229","66496","224","97.8","163","71.2","100","806.0","806.0","100.0","806.0","0","0.0"
"043919","East Liverpool City","Columbiana","Region 5","94.7","14","172","50794","171","99.4","92","53.2","97.6","653.0","669.0","99.1","663.0","0","0.0"
"043927","East Palestine City","Columbiana","Region 5","96.2","12","76","43844","75","98.7","38","50.7","99.4","322.0","324.0","100.0","324.0","0","0.0"
"043935","Eaton Community City","Preble","Region 10","95.7","15","120","54632","120","100.0","86","71.9","99.2","514.0","518.0","99.4","515.0","0","0.0"
"043943","Elyria City","Lorain","Region 2","95.1","15","411","56943","407","99.0","297","72.2","99.5","2458.0","2470.0","100.0","2470.0","0","0.0"
"043950","Euclid City","Cuyahoga","Region 3","95.7","14","375","63104","372","99.2","263","70.1","99.5","1912.0","1922.0","98.5","1893.0","0","0.0"
"043968","Fairborn City","Greene","Region 10","94.8","17","239","56529","239","100.0","165","69.1","99.6","1246.0","1251.0","100.0","1251.0","0","0.0"
"043976","Fairview Park City","Cuyahoga","Region 3","95.1","19","107","66495","107","100.0","71","66.3","100","678.0","678.0","98.5","668.0","0","0.0"
"043984","Findlay City","Hancock","Region 1","95.1","13","334","57428","328","98.2","213","63.8","100","1641.0","1641.0","99.9","1639.0","0","0.0"
"043992","Fostoria City","Seneca","Region 1","94.4","14","117","49945","116","99.1","72","61.8","100","609.0","609.0","100.0","609.0","0","0.0"
"044008","Franklin City","Warren","Region 13","95.5","13","203","55921","203","100.0","144","70.7","100","1140.0","1140.0","100.0","1140.0","0","0.0"
"044016","Fremont City","Sandusky","Region 1","96.4","13","255","53693","255","100.0","150","59.0","100","1328.0","1328.0","100.0","1328.0","0","0.0"
"044024","Galion City","Crawford","Region 7","96.1","20","121","51248","121","100.0","80","66.7","99.5","560.0","563.0","100.0","563.0","0","0.0"
"044032","Gallipolis City","Gallia","Region 16","99.4","17","123","51177","122","99.2","95","77.6","95.6","537.0","562.0","100.0","562.0","0","0.0"
"044040","Garfield Heights City","Cuyahoga","Region 3","95.5","10","240","59662","240","100.0","121","50.6","100","1059.0","1059.0","100.0","1059.0","0","0.0"
"044057","Geneva Area City","Ashtabula","Region 5","94.8","17","132","56348","132","100.0","94","71.1","99.8","580.0","581.0","100.0","581.0","0","0.0"
"044065","Girard City","Trumbull","Region 5","94.4","15","105","50965","105","100.0","35","33.7","100","635.0","635.0","100.0","635.0","0","0.0"
"044073","Grandview Heights City","Franklin","Region 11","95.7","14","80","72994","79","98.8","62","77.0","94.6","336.0","355.0","100.0","355.0","0","0.0"
"044081","Winton Woods City","Hamilton","Region 13","95.1","10","219","54921","219","100.0","124","56.6","98.2","929.0","946.0","100.0","946.0","0","0.0"
"044099","Greenville City","Darke","Region 10","94.7","14","200","48837","197","98.5","131","65.2","100","744.0","744.0","100.0","744.0","0","0.0"
"044107","Hamilton City","Butler","Region 13","96","11","553","50983","549","99.3","325","58.7","100","2861.0","2862.0","100.0","2862.0","0","0.0"
"044115","Heath City","Licking","Region 11","94.8","15","96","52671","96","100.0","76","78.7","97.3","604.0","621.0","100.0","621.0","0","0.0"
"044123","Hillsboro City","Highland","Region 14","95.2","13","165","46937","165","100.0","102","61.7","100","748.0","748.0","100.0","748.0","0","0.0"
"044131","Huron City","Erie","Region 2","95.5","16","84","61685","84","100.0","54","65.1","100","528.0","528.0","100.0","528.0","0","0.0"
