"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Mobility Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"034629","Silverton Paideia Elementary School","043752","Cincinnati City","Hamilton","Region 13","Open","034538","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","147","37.4"
"034629","Silverton Paideia Elementary School","043752","Cincinnati City","Hamilton","Region 13","Open","034538","Elementary School","Longevity3orMore","54.8","50.0","71.4","65.3","56.1","57.5","56.1","77.8","75.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","244","62.1"
"034678","Skyvue Elementary School","048652","Switzerland of Ohio Local","Monroe","Region 12","Open","042085","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034678","Skyvue Elementary School","048652","Switzerland of Ohio Local","Monroe","Region 12","Open","042085","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","--","--","82","34.5"
"034678","Skyvue Elementary School","048652","Switzerland of Ohio Local","Monroe","Region 12","Open","042085","Elementary School","Longevity3orMore","81.3",">95.0","75.0","58.3","54.5","54.5","63.6","81.8","63.6","81.0","66.7","85.7","78.6","60.7","--","--","--","--","--","--","--","--","--","--","95.0","--","--","147","61.8"
"034694","Smith Elementary School","044586","Oakwood City","Montgomery","Region 10","Open","093195","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034694","Smith Elementary School","044586","Oakwood City","Montgomery","Region 10","Open","093195","Elementary School","Longevity1to2",">95.0",">95.0",">95.0",">95.0","86.7","86.7","86.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","168","39.1"
"034694","Smith Elementary School","044586","Oakwood City","Montgomery","Region 10","Open","093195","Elementary School","Longevity3orMore",">95.0",">95.0",">95.0",">95.0","86.0","89.5","89.5",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","253","58.8"
"034710","Grindstone Elementary School","043612","Berea City","Cuyahoga","Region 3","Open","******","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","13","1.6"
"034710","Grindstone Elementary School","043612","Berea City","Cuyahoga","Region 3","Open","******","Elementary School","Longevity1to2","87.9","88.9","93.9","84.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","503","60.2"
"034710","Grindstone Elementary School","043612","Berea City","Cuyahoga","Region 3","Open","******","Elementary School","Longevity3orMore","90.1","92.9","93.8","87.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","319","38.2"
"034728","Smith Elementary School","043489","Akron City","Summit","Region 8","Open","017459","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034728","Smith Elementary School","043489","Akron City","Summit","Region 8","Open","017459","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.1","--","--","72","60.5"
"034728","Smith Elementary School","043489","Akron City","Summit","Region 8","Open","017459","Elementary School","Longevity3orMore","58.3","66.7","60.0","33.3","40.0","40.0","40.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.2","--","--","44","37.0"
"034736","Chillicothe Middle School","043745","Chillicothe City","Ross","Region 15","Open","006296","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","17","4.3"
"034736","Chillicothe Middle School","043745","Chillicothe City","Ross","Region 15","Open","006296","Middle School","Longevity1to2","--","--","--","--","--","--","--","--","--","82.7","55.8","84.9","73.6","52.8","--","--","--","--","--","--","--","--","--","--","92.1","--","--","107","26.9"
"034736","Chillicothe Middle School","043745","Chillicothe City","Ross","Region 15","Open","006296","Middle School","Longevity3orMore","--","--","--","--","--","--","--","--","--","77.0","67.4","86.0","77.3","54.4","--","--","--","--","--","--","--","--","--","--","93.6","--","--","275","69.1"
"034785","Smithville Elementary School","050559","Green Local","Wayne","Region 9","Open","014456","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034785","Smithville Elementary School","050559","Green Local","Wayne","Region 9","Open","014456","Elementary School","Longevity1to2",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","175","68.1"
"034785","Smithville Elementary School","050559","Green Local","Wayne","Region 9","Open","014456","Elementary School","Longevity3orMore",">95.0","94.3","91.7","83.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","75","29.2"
"034793","Smithville High School","050559","Green Local","Wayne","Region 9","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034793","Smithville High School","050559","Green Local","Wayne","Region 9","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","80.0","86.7","86.7","86.7","66.7",">95.0",">95.0",">95.0","80.0","90.0","92.3","--","83.3","57","15.1"
"034793","Smithville High School","050559","Green Local","Wayne","Region 9","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.1","90.8","93.1","85.1","85.1",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","320","84.7"
"034801","Snowhill Elementary School","044818","Springfield City","Clark","Region 10","Open","032540","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","11","2.2"
"034801","Snowhill Elementary School","044818","Springfield City","Clark","Region 10","Open","032540","Elementary School","Longevity1to2","93.3","66.7",">95.0","90.0",">95.0",">95.0",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","261","52.7"
"034801","Snowhill Elementary School","044818","Springfield City","Clark","Region 10","Open","032540","Elementary School","Longevity3orMore","84.1","81.8","89.4","85.1","83.9","85.7","87.5","89.8","79.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","223","45.1"
"034827","Snyder Park Elementary School","044818","Springfield City","Clark","Region 10","Open","032540","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","13","3.4"
"034827","Snyder Park Elementary School","044818","Springfield City","Clark","Region 10","Open","032540","Elementary School","Longevity1to2","75.0","58.3","--","--","40.0","30.0","20.0","80.0","66.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.4","--","--","205","53.7"
"034827","Snyder Park Elementary School","044818","Springfield City","Clark","Region 10","Open","032540","Elementary School","Longevity3orMore","93.3","66.7","93.1","75.9","54.2","39.6","39.6","72.0","68.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","164","42.9"
"034835","Solon High School","046607","Solon City","Cuyahoga","Region 3","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034835","Solon High School","046607","Solon City","Cuyahoga","Region 3","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","93.8",">95.0",">95.0","86.2",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","88.4",">95.0","213","12.9"
"034835","Solon High School","046607","Solon City","Cuyahoga","Region 3","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","1435","86.6"
"034850","O H Somers Elementary School","050039","Mogadore Local","Summit","Region 8","Open","138347","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034850","O H Somers Elementary School","050039","Mogadore Local","Summit","Region 8","Open","138347","Elementary School","Longevity1to2",">95.0",">95.0",">95.0","76.9","86.7","93.3","66.7","94.1","88.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","266","53.8"
"034850","O H Somers Elementary School","050039","Mogadore Local","Summit","Region 8","Open","138347","Elementary School","Longevity3orMore","90.6","86.8","91.2","82.5","91.1","80.4","80.4","92.2","84.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","225","45.5"
"034868","Somerset Elementary School","049056","Northern Local","Perry","Region 12","Open","061598","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034868","Somerset Elementary School","049056","Northern Local","Perry","Region 12","Open","061598","Elementary School","Longevity1to2","90.0","90.0","90.0",">95.0","76.9","69.2",">95.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","152","52.8"
"034868","Somerset Elementary School","049056","Northern Local","Perry","Region 12","Open","061598","Elementary School","Longevity3orMore","85.7","85.7","94.9","79.5","84.4","75.0","84.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","127","44.1"
"034892","JC Sommer Elementary School","044800","South-Western City","Franklin","Region 11","Open","138750","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034892","JC Sommer Elementary School","044800","South-Western City","Franklin","Region 11","Open","138750","Elementary School","Longevity1to2",">95.0","92.6","81.0","81.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","284","54.2"
"034892","JC Sommer Elementary School","044800","South-Western City","Franklin","Region 11","Open","138750","Elementary School","Longevity3orMore","88.1","89.3","88.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","232","44.3"
"034918","South Central High School","047738","South Central Local","Huron","Region 2","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"034918","South Central High School","047738","South Central Local","Huron","Region 2","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","90.0","90.0","90.0","90.0","--","--","--","--","--","92.3","--","--","29","11.7"
"034918","South Central High School","047738","South Central Local","Huron","Region 2","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","89.3","92.9","78.6","76.8",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0",">95.0","94.3","217","87.5"
"034926","South Elementary School","044206","Lancaster City","Fairfield","Region 11","Open","061655","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","16","5.2"
"034926","South Elementary School","044206","Lancaster City","Fairfield","Region 11","Open","061655","Elementary School","Longevity1to2","60.0","80.0","69.2","30.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.7","--","--","190","61.7"
"034926","South Elementary School","044206","Lancaster City","Fairfield","Region 11","Open","061655","Elementary School","Longevity3orMore","75.9","86.2","89.2","73.0","71.0","77.4","61.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","102","33.1"
"034934","South Elementary School","043893","Dover City","Tuscarawas","Region 12","Open","071068","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.8"
"034934","South Elementary School","043893","Dover City","Tuscarawas","Region 12","Open","071068","Elementary School","Longevity1to2","--","--","76.9","76.9","61.5","61.5","53.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","199","55.9"
"034934","South Elementary School","043893","Dover City","Tuscarawas","Region 12","Open","071068","Elementary School","Longevity3orMore","87.0","76.1","83.9","80.6","75.4","75.4","71.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","147","41.3"
"034959","South Elementary School","044487","New Philadelphia City","Tuscarawas","Region 12","Open","040287","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.6"
"034959","South Elementary School","044487","New Philadelphia City","Tuscarawas","Region 12","Open","040287","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","180","46.8"
"034959","South Elementary School","044487","New Philadelphia City","Tuscarawas","Region 12","Open","040287","Elementary School","Longevity3orMore","82.4","74.5","88.9","86.7","72.9","68.8","70.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","194","50.4"
"035022","South Elementary School","044941","Urbana City","Champaign","Region 6","Open","009423","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","3.2"
"035022","South Elementary School","044941","Urbana City","Champaign","Region 6","Open","009423","Elementary School","Longevity1to2","80.8","69.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","136","43.0"
"035022","South Elementary School","044941","Urbana City","Champaign","Region 6","Open","009423","Elementary School","Longevity3orMore","83.1","77.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","170","53.8"
"035048","Miller-South Visual Performing Arts","043489","Akron City","Summit","Region 8","Open","011692","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035048","Miller-South Visual Performing Arts","043489","Akron City","Summit","Region 8","Open","011692","Middle School","Longevity1to2","--","--",">95.0",">95.0","86.8","76.3","86.8",">95.0",">95.0","94.1","68.8",">95.0","76.5","94.4","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","150","29.0"
"035048","Miller-South Visual Performing Arts","043489","Akron City","Summit","Region 8","Open","011692","Middle School","Longevity3orMore","--","--",">95.0",">95.0","88.4","81.2","84.1",">95.0","88.4",">95.0","74.7",">95.0","92.7","83.1","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","368","71.0"
"035063","South High School","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","70","8.5"
"035063","South High School","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","48.9","59.6","63.6","53.5","32.6","78.3","58.3","69.6","69.6","50.0","85.7","62.1","79.3","72.4","58.6","83.6","60.5","72.7","273","33.0"
"035063","South High School","043802","Columbus City School District","Franklin","Region 11","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","42.4","47.8","55.6","39.7","25.4","67.1","50.0","71.4","47.6","34.1","66.0","53.2","70.2","59.6","41.3","85.4","87.0","79.5","485","58.6"
"035089","South High School","045104","Willoughby-Eastlake City","Lake","Region 4","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","15","1.2"
"035089","South High School","045104","Willoughby-Eastlake City","Lake","Region 4","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.3","82.6","91.3","78.3","81.2","94.3","91.4","92.9","92.9","90.0","94.0","72.0","87.5","232","18.1"
"035089","South High School","045104","Willoughby-Eastlake City","Lake","Region 4","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","91.6","92.4","89.7","87.1",">95.0",">95.0",">95.0",">95.0","94.5",">95.0",">95.0",">95.0","1037","80.8"
"035097","Lima South Science-Technology Magnet K-8","044222","Lima City","Allen","Region 6","Open","008298","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035097","Lima South Science-Technology Magnet K-8","044222","Lima City","Allen","Region 6","Open","008298","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","51","26.3"
"035097","Lima South Science-Technology Magnet K-8","044222","Lima City","Allen","Region 6","Open","008298","Elementary School","Longevity3orMore","85.7","71.4","82.4","64.7","43.8","26.7","43.8","62.5","48.0","86.4","50.0","70.8","62.5","50.0","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","137","70.6"
"035105","Mt Healthy Junior High School","044412","Mt Healthy City","Hamilton","Region 13","Open","025817","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","31","5.8"
"035105","Mt Healthy Junior High School","044412","Mt Healthy City","Hamilton","Region 13","Open","025817","Middle School","Longevity1to2","--","--","--","--","--","--","--","--","--","60.4","54.9","76.7","52.2","37.8","--","--","--","--","--","--","--","--","--","--","92.5","--","--","197","37.1"
"035105","Mt Healthy Junior High School","044412","Mt Healthy City","Hamilton","Region 13","Open","025817","Middle School","Longevity3orMore","--","--","--","--","--","--","--","--","--","67.4","70.9","71.2","57.1","35.9","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","303","57.1"
"035139","Vermilion Elementary School","046821","Vermilion Local","Erie","Region 2","Open","038331","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035139","Vermilion Elementary School","046821","Vermilion Local","Erie","Region 2","Open","038331","Elementary School","Longevity1to2","80.0","85.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","362","72.4"
"035139","Vermilion Elementary School","046821","Vermilion Local","Erie","Region 2","Open","038331","Elementary School","Longevity3orMore","77.8","81.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","132","26.4"
"035147","Southdale Elementary School","044180","Kettering City","Montgomery","Region 10","Open","038224","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","1.8"
"035147","Southdale Elementary School","044180","Kettering City","Montgomery","Region 10","Open","038224","Elementary School","Longevity1to2","90.6","93.8",">95.0",">95.0","80.8","73.1","92.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","314","57.8"
"035147","Southdale Elementary School","044180","Kettering City","Montgomery","Region 10","Open","038224","Elementary School","Longevity3orMore","94.7","90.7","92.4","87.5","80.0","67.7","83.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","220","40.5"
"035154","Crestline Elementary School","045344","Crestline Exempted Village","Crawford","Region 7","Open","007617","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","14","4.0"
"035154","Crestline Elementary School","045344","Crestline Exempted Village","Crawford","Region 7","Open","007617","Elementary School","Longevity1to2","80.0","80.0","75.0","75.0","54.5","36.4","36.4",">95.0","85.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.1","--","--","168","48.0"
"035154","Crestline Elementary School","045344","Crestline Exempted Village","Crawford","Region 7","Open","007617","Elementary School","Longevity3orMore","66.7","75.0","71.0","35.5","54.3","57.1","60.0","78.4","67.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","168","48.0"
"035170","Southeast High School","049221","Southeast Local","Portage","Region 8","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035170","Southeast High School","049221","Southeast Local","Portage","Region 8","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","78.3","87.0","73.9","73.9","88.2","82.4","76.5","88.2","88.2","92.8","87.5","64.3","80","13.1"
"035170","Southeast High School","049221","Southeast Local","Portage","Region 8","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","88.3","92.8","87.4","85.6","92.4","88.3","89.7","91.0","89.7","93.3",">95.0","94.7","521","85.4"
"035188","Bellefontaine Elementary School","043588","Bellefontaine City","Logan","Region 6","Open","040634","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","19","3.2"
"035188","Bellefontaine Elementary School","043588","Bellefontaine City","Logan","Region 6","Open","040634","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","436","72.8"
"035188","Bellefontaine Elementary School","043588","Bellefontaine City","Logan","Region 6","Open","040634","Elementary School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","144","24.0"
"035196","Southeastern  Sr. High School","046276","Southeastern Local","Clark","Region 10","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035196","Southeastern  Sr. High School","046276","Southeastern Local","Clark","Region 10","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","61.5","61.5","69.2","69.2","69.2","91.7","91.7","91.7","91.7","91.7","93.5","--","--","38","17.6"
"035196","Southeastern  Sr. High School","046276","Southeastern Local","Clark","Region 10","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0",">95.0",">95.0","90.0","87.5",">95.0","94.2",">95.0","94.2","92.3",">95.0",">95.0",">95.0","176","81.5"
"035204","Southeastern High School","049528","Southeastern Local","Ross","Region 15","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035204","Southeastern High School","049528","Southeastern Local","Ross","Region 15","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.9","92.9",">95.0","92.9","85.7",">95.0","93.3",">95.0","86.7","86.7","92.8","--",">95.0","64","17.2"
"035204","Southeastern High School","049528","Southeastern Local","Ross","Region 15","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","86.4","79.0","88.9","82.7","77.8",">95.0",">95.0",">95.0",">95.0",">95.0","93.4","94.7",">95.0","303","81.2"
"035220","Southern High School","048538","Southern Local","Meigs","Region 16","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035220","Southern High School","048538","Southern Local","Meigs","Region 16","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.9","--","--","26","12.4"
"035220","Southern High School","048538","Southern Local","Meigs","Region 16","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","83.3","81.3","85.4","66.7","70.8",">95.0","93.3",">95.0","93.3","93.3","93.8",">95.0",">95.0","183","87.1"
"035238","Southington Elementary School","050237","Southington Local","Trumbull","Region 5","Open","098566","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035238","Southington Elementary School","050237","Southington Local","Trumbull","Region 5","Open","098566","Elementary School","Longevity1to2","90.0","80.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","--","--","128","69.2"
"035238","Southington Elementary School","050237","Southington Local","Trumbull","Region 5","Open","098566","Elementary School","Longevity3orMore","88.5","88.5",">95.0","85.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","52","28.1"
"035279","Southwood Elementary School","043802","Columbus City School District","Franklin","Region 11","Open","004135","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","23","6.5"
"035279","Southwood Elementary School","043802","Columbus City School District","Franklin","Region 11","Open","004135","Elementary School","Longevity1to2","45.5","45.5","75.0","58.3","--","--","--","30.8","23.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.2","--","--","192","54.1"
"035279","Southwood Elementary School","043802","Columbus City School District","Franklin","Region 11","Open","004135","Elementary School","Longevity3orMore","51.7","41.4","45.8","45.8","34.5","24.1","17.9","62.5","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.8","--","--","140","39.4"
"035295","Highland Middle School","048801","Highland Local","Morrow","Region 7","Open","016162","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","10","2.2"
"035295","Highland Middle School","048801","Highland Local","Morrow","Region 7","Open","016162","Middle School","Longevity1to2","--","--","--","--","--","--","--","75.9","58.6","86.4","68.2","84.6","84.6","57.7","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","80","17.7"
"035295","Highland Middle School","048801","Highland Local","Morrow","Region 7","Open","016162","Middle School","Longevity3orMore","--","--","--","--","--","--","--","91.3","77.8","93.0","76.6","90.2","94.6","78.6","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","361","80.0"
"035311","Black River Education Center Middle School","048462","Black River Local","Medina","Region 7","Open","002782","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"035311","Black River Education Center Middle School","048462","Black River Local","Medina","Region 7","Open","002782","Middle School","Longevity1to2","--","--","--","--","--","--","--",">95.0","83.3","81.8","81.8",">95.0","92.9","85.7","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","36","12.2"
