"Building IRN","Building Name","District IRN","District Name","County","Region","Open/Closed Status (as of 9/1/2014)","Feeder IRN","School Type","Mobility Status","Read 3rd Grade 2013-14 % Proficient or above","Math 3rd Grade 2013-14 % Proficient or above","Read 4th Grade 2013-14 % Proficient or above","Math 4th Grade 2013-14 % Proficient or above","Read 5th Grade 2013-14 % Proficient or above","Math 5th Grade 2013-14 % Proficient or above","Science 5th Grade 2013-14 % Proficient or above","Read 6th Grade 2013-14 % Proficient or above","Math 6th Grade 2013-14 % Proficient or above","Read 7th Grade 2013-14 % Proficient or above","Math 7th Grade 2013-14 % Proficient or above","Read 8th Grade 2013-14 % Proficient or above","Math 8th Grade 2013-14 % Proficient or above","Science 8th Grade 2013-14 % Proficient or above","Read OGT 2013-14 % Proficient or above","Math OGT 2013-14 % Proficient or above","Write OGT 2013-14 % Proficient or above","Social Studies OGT 2013-14 % Proficient or above","Science OGT 2013-14 % Proficient or above","Read 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Attendance rate 2013-14","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Enrollment","% of Total Enrollment"
"011579","Cherry Hill Primary","045013","Washington Court House City","Fayette","Region 14","Open","011580","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","22","3.8"
"011579","Cherry Hill Primary","045013","Washington Court House City","Fayette","Region 14","Open","011580","Elementary School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","--","--","512","87.8"
"011579","Cherry Hill Primary","045013","Washington Court House City","Fayette","Region 14","Open","011580","Elementary School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","48","8.2"
"011580","Belle Aire Intermediate","045013","Washington Court House City","Fayette","Region 14","Open","039628","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","14","2.6"
"011580","Belle Aire Intermediate","045013","Washington Court House City","Fayette","Region 14","Open","039628","Elementary School","Longevity1to2","57.1","59.5","67.6","64.7","56.3","53.1","56.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","117","21.5"
"011580","Belle Aire Intermediate","045013","Washington Court House City","Fayette","Region 14","Open","039628","Elementary School","Longevity3orMore","79.6","69.7","74.8","72.4","68.3","73.1","69.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","414","76.0"
"011593","Fifth Avenue International K-8 School","043802","Columbus City School District","Franklin","Region 11","Open","017442","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","12","3.3"
"011593","Fifth Avenue International K-8 School","043802","Columbus City School District","Franklin","Region 11","Open","017442","Elementary School","Longevity1to2","--","--","81.8","45.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.7","--","--","162","45.1"
"011593","Fifth Avenue International K-8 School","043802","Columbus City School District","Franklin","Region 11","Open","017442","Elementary School","Longevity3orMore","68.3","41.5","70.0","52.5","63.3","59.2","42.9","76.2","48.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.5","--","--","185","51.5"
"011601","Struthers Middle School","044859","Struthers City","Mahoning","Region 5","Open","036301","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","14","2.2"
"011601","Struthers Middle School","044859","Struthers City","Mahoning","Region 5","Open","036301","Middle School","Longevity1to2","--","--","--","--","57.1","46.4","46.4","88.2","85.3","72.7","60.6","84.2","86.8","55.3","--","--","--","--","--","--","--","--","--","--","93.3","--","--","143","22.8"
"011601","Struthers Middle School","044859","Struthers City","Mahoning","Region 5","Open","036301","Middle School","Longevity3orMore","--","--","--","--","77.8","72.6","65.8","89.3","80.2","85.5","82.6","94.9","93.3","64.4","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","471","75.1"
"011609","Hughes STEM High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011609","Hughes STEM High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.9","--","--","28","3.0"
"011609","Hughes STEM High School","043752","Cincinnati City","Hamilton","Region 13","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","48.8","48.4","68.4","47.5","28.2","72.7","62.2","65.8","63.8","45.7","84.6","76.8","76.0","82.4","60.4","93.8","73.7","26.7","893",">95.0"
"011619","Highland Elementary School","044107","Hamilton City","Butler","Region 13","Open","041640","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","18","2.5"
"011619","Highland Elementary School","044107","Hamilton City","Butler","Region 13","Open","041640","Elementary School","Longevity1to2","78.9","68.4","76.5","58.8","50.0","50.0","60.0","87.0","78.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","375","51.9"
"011619","Highland Elementary School","044107","Hamilton City","Butler","Region 13","Open","041640","Elementary School","Longevity3orMore","90.4","79.5","88.5","62.8","78.7","60.7","70.5","91.1","73.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","331","45.8"
"011627","Findlay High School","043984","Findlay City","Hancock","Region 1","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","33","1.9"
"011627","Findlay High School","043984","Findlay City","Hancock","Region 1","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.1","86.5","90.9","83.1","78.7",">95.0","92.4","92.4","89.9","88.6",">95.0","76.8","69.7","430","25.4"
"011627","Findlay High School","043984","Findlay City","Hancock","Region 1","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.1","89.1","91.1","84.9","81.4",">95.0",">95.0",">95.0","92.5","93.5",">95.0",">95.0",">95.0","1230","72.6"
"011635","Findley Community Learning Center","043489","Akron City","Summit","Region 8","Open","018259","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","28","5.6"
"011635","Findley Community Learning Center","043489","Akron City","Summit","Region 8","Open","018259","Elementary School","Longevity1to2","39.1","43.5","33.3","28.6","17.4","26.1","13.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.7","--","--","338","67.7"
"011635","Findley Community Learning Center","043489","Akron City","Summit","Region 8","Open","018259","Elementary School","Longevity3orMore","50.0","56.8","55.3","47.4","34.5","31.0","34.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","--","--","133","26.7"
"011643","Finland Elementary School","044800","South-Western City","Franklin","Region 11","Open","138727","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","13","3.9"
"011643","Finland Elementary School","044800","South-Western City","Franklin","Region 11","Open","138727","Elementary School","Longevity1to2","77.3","72.7","64.3","64.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.1","--","--","205","61.2"
"011643","Finland Elementary School","044800","South-Western City","Franklin","Region 11","Open","138727","Elementary School","Longevity3orMore","71.7","82.6","76.3","63.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.5","--","--","116","34.6"
"011668","Finneytown Secondary Campus","047332","Finneytown Local","Hamilton","Region 13","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","23","3.3"
"011668","Finneytown Secondary Campus","047332","Finneytown Local","Hamilton","Region 13","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","72.9","64.6","81.8","50.0","50.0","81.8","81.8","87.9","78.8","78.8","77.4","67.7","77.4","71.0","61.3","94.8","85.7","77.4","226","32.8"
"011668","Finneytown Secondary Campus","047332","Finneytown Local","Hamilton","Region 13","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","85.3","82.7","94.2","84.1","75.4","92.5","87.5","91.3","86.3","85.0","92.5",">95.0","92.5","91.0","86.6",">95.0",">95.0","92.3","440","63.9"
"011676","Firelands Elementary School","048157","Firelands Local","Lorain","Region 2","Open","033126","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","12","1.6"
"011676","Firelands Elementary School","048157","Firelands Local","Lorain","Region 2","Open","033126","Elementary School","Longevity1to2",">95.0","78.9","90.9","77.3","87.0","87.0","91.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","417","57.0"
"011676","Firelands Elementary School","048157","Firelands Local","Lorain","Region 2","Open","033126","Elementary School","Longevity3orMore","91.4","93.8",">95.0","79.4","84.1","82.3","76.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","302","41.3"
"011684","Firelands High School","048157","Firelands Local","Lorain","Region 2","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011684","Firelands High School","048157","Firelands Local","Lorain","Region 2","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","90.9","77.3","81.0","86.4","63.6","88.5","88.0","80.0","92.0","84.6","94.0","86.4","76.5","93","15.7"
"011684","Firelands High School","048157","Firelands Local","Lorain","Region 2","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.5","93.0","93.8","92.2","85.3",">95.0",">95.0",">95.0","95.0","92.8",">95.0",">95.0",">95.0","499","84.0"
"011692","Firestone High School","043489","Akron City","Summit","Region 8","Open","******","High School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","11","1.0"
"011692","Firestone High School","043489","Akron City","Summit","Region 8","Open","******","High School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88.8","69.7","87.6","83.1","80.9",">95.0",">95.0",">95.0",">95.0","90.1","94.4",">95.0","77.4","265","23.6"
"011692","Firestone High School","043489","Akron City","Summit","Region 8","Open","******","High School","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88.7","77.5","87.3","85.0","76.2","93.9","90.8","93.9","90.2","87.7",">95.0",">95.0",">95.0","845","75.4"
"011700","Firestone Park Elementary School","043489","Akron City","Summit","Region 8","Open","018804","Elementary School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","16","3.7"
"011700","Firestone Park Elementary School","043489","Akron City","Summit","Region 8","Open","018804","Elementary School","Longevity1to2","78.9","68.4","85.0","60.0","39.1","39.1","52.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","--","--","272","62.1"
"011700","Firestone Park Elementary School","043489","Akron City","Summit","Region 8","Open","018804","Elementary School","Longevity3orMore","87.8","78.0","84.1","65.9","58.1","51.2","58.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",">95.0","--","--","150","34.2"
"011707","Evolve Academy","044388","Medina City SD","Medina","Region 8","Open","024075","Ungraded","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011707","Evolve Academy","044388","Medina City SD","Medina","Region 8","Open","024075","Ungraded","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011707","Evolve Academy","044388","Medina City SD","Medina","Region 8","Open","024075","Ungraded","Longevity3orMore","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011708","South Gallia Middle School","065680","Gallia County Local","Gallia","Region 16","Open","015099","Middle School","Longevity0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"011708","South Gallia Middle School","065680","Gallia County Local","Gallia","Region 16","Open","015099","Middle School","Longevity1to2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.9","--","--","16","11.0"
"011708","South Gallia Middle School","065680","Gallia County Local","Gallia","Region 16","Open","015099","Middle School","Longevity3orMore","--","--","--","--","--","--","--","87.2","76.9","76.3","71.1","78.7","80.9","72.3","--","--","--","--","--","--","--","--","--","--","94.1","--","--","124","84.9"
