"District IRN","District Name","School IRN","School Name","Transfer"
"046599","Richmond Heights Local SD","014148","Provost Academy Ohio, Franklin - (E School)","3217.20"
"046599","Richmond Heights Local SD","014187","East Academy, Cuyahoga","13605.25"
"046599","Richmond Heights Local SD","133215","Intergenerational School, The, Cuyahoga","36902.75"
"046599","Richmond Heights Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","50096.40"
"046599","Richmond Heights Local SD","133520","Citizens Academy, Cuyahoga","22312.42"
"046599","Richmond Heights Local SD","133629","Horizon Science Acad Cleveland, Cuyahoga","34320.49"
"046599","Richmond Heights Local SD","133835","Invictus High School, Cuyahoga","964.13"
"046599","Richmond Heights Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","119557.65"
"046599","Richmond Heights Local SD","143305","Treca Digital Academy, Marion - (E School)","3447.00"
"046599","Richmond Heights Local SD","143396","Alternative Education Academy, Lucas - (E School)","14154.00"
"046599","Richmond Heights Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","4109.94"
"046607","Solon City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","55153.91"
"046607","Solon City SD","000318","Menlo Park Academy, Cuyahoga","12993.00"
"046607","Solon City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","49566.09"
"046607","Solon City SD","133520","Citizens Academy, Cuyahoga","5965.88"
"046607","Solon City SD","142950","Ohio Virtual Academy, Lucas - (E School)","50834.00"
"046607","Solon City SD","143396","Alternative Education Academy, Lucas - (E School)","23285.85"
"046623","Ansonia Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","3217.20"
"046623","Ansonia Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","54302.30"
"046623","Ansonia Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","11030.40"
"046623","Ansonia Local SD","143305","Treca Digital Academy, Marion - (E School)","5745.00"
"046623","Ansonia Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","172.35"
"046631","Arcanum Butler Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","17522.25"
"046631","Arcanum Butler Local SD","000282","Greater Ohio Virtual School, Warren - (E School)","2010.75"
"046631","Arcanum Butler Local SD","014148","Provost Academy Ohio, Franklin - (E School)","1895.85"
"046631","Arcanum Butler Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","19841.55"
"046631","Arcanum Butler Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","52283.46"
"046631","Arcanum Butler Local SD","143305","Treca Digital Academy, Marion - (E School)","14268.90"
"046631","Arcanum Butler Local SD","143396","Alternative Education Academy, Lucas - (E School)","12179.40"
"046631","Arcanum Butler Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","5745.00"
"046649","Franklin-Monroe Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","1493.70"
"046649","Franklin-Monroe Local SD","000288","Auglaize County Educational, Allen - (E School)","5515.20"
"046649","Franklin-Monroe Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","11596.74"
"046649","Franklin-Monroe Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","15626.40"
"046649","Franklin-Monroe Local SD","143396","Alternative Education Academy, Lucas - (E School)","3159.75"
"046672","Mississinawa Valley Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","88217.71"
"046672","Mississinawa Valley Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","4754.31"
"046672","Mississinawa Valley Local SD","143396","Alternative Education Academy, Lucas - (E School)","4251.30"
"046680","Tri-Village Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","7525.95"
"046680","Tri-Village Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","13669.02"
"046680","Tri-Village Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","39388.65"
"046680","Tri-Village Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","27058.95"
"046706","Ayersville Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","13558.20"
"046714","Central Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","5515.20"
"046714","Central Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","11490.00"
"046714","Central Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","9019.65"
"046714","Central Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","23497.05"
"046714","Central Local SD","143305","Treca Digital Academy, Marion - (E School)","1338.12"
"046714","Central Local SD","143396","Alternative Education Academy, Lucas - (E School)","17893.86"
"046722","Northeastern Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","2815.05"
"046722","Northeastern Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","2240.55"
"046722","Northeastern Local SD","014081","Insight School of Ohio, Franklin - (E School)","3791.70"
"046722","Northeastern Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","10226.10"
"046722","Northeastern Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","23841.75"
"046722","Northeastern Local SD","143396","Alternative Education Academy, Lucas - (E School)","5745.00"
"046748","Big Walnut Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","62879.75"
"046748","Big Walnut Local SD","000241","QDA, Tuscarawas - (E School)","2298.00"
"046748","Big Walnut Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","20050.05"
"046748","Big Walnut Local SD","000679","Oakstone Community School, Franklin","120608.00"
"046748","Big Walnut Local SD","012391","Metro Early College High Schoo, Franklin","5745.00"
"046748","Big Walnut Local SD","013201","Nexus Academy of Columbus, Franklin","5745.00"
"046748","Big Walnut Local SD","014081","Insight School of Ohio, Franklin - (E School)","6262.05"
"046748","Big Walnut Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","153797.18"
"046748","Big Walnut Local SD","133439","Cornerstone Academy Community, Franklin","24603.41"
"046748","Big Walnut Local SD","142927","Focus Learning/Sw Columbus, Franklin","462.93"
"046748","Big Walnut Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","143719.83"
"046748","Big Walnut Local SD","143305","Treca Digital Academy, Marion - (E School)","71594.75"
"046748","Big Walnut Local SD","143396","Alternative Education Academy, Lucas - (E School)","11490.00"
"046748","Big Walnut Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","20735.55"
"046748","Big Walnut Local SD","149047","Goal Digital Academy, Morrow - (E School)","4251.30"
"046755","Buckeye Valley Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","61804.00"
"046755","Buckeye Valley Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","20107.50"
"046755","Buckeye Valley Local SD","000679","Oakstone Community School, Franklin","52464.48"
"046755","Buckeye Valley Local SD","014081","Insight School of Ohio, Franklin - (E School)","3791.70"
"046755","Buckeye Valley Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","144731.45"
"046755","Buckeye Valley Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","118625.00"
"046755","Buckeye Valley Local SD","143305","Treca Digital Academy, Marion - (E School)","110319.84"
"046755","Buckeye Valley Local SD","143396","Alternative Education Academy, Lucas - (E School)","14362.50"
"046755","Buckeye Valley Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","5745.00"
"046755","Buckeye Valley Local SD","148981","Tomorrow Center, Morrow","35458.97"
"046755","Buckeye Valley Local SD","149047","Goal Digital Academy, Morrow - (E School)","20132.05"
"046755","Buckeye Valley Local SD","151076","Cardington Lincoln Loc Digital, Morrow - (E School)","9386.67"
"046763","Olentangy Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","36423.30"
"046763","Olentangy Local SD","000614","Summit Academy Tr HS-Columbus, Franklin","5750.39"
"046763","Olentangy Local SD","000679","Oakstone Community School, Franklin","646609.20"
"046763","Olentangy Local SD","007999","Charles School at Ohio Dominic, Franklin","2585.25"
"046763","Olentangy Local SD","008280","Noble Academy-Columbus, Franklin","1371.12"
"046763","Olentangy Local SD","009122","Columbus Collegiate Academy, Franklin","5750.39"
"046763","Olentangy Local SD","011468","Columbus Bilingual Academy-Nor, Franklin","5961.39"
"046763","Olentangy Local SD","012011","Columbus Performance Academy, Franklin","2563.40"
"046763","Olentangy Local SD","012391","Metro Early College High Schoo, Franklin","59085.79"
"046763","Olentangy Local SD","013201","Nexus Academy of Columbus, Franklin","24427.48"
"046763","Olentangy Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","88507.56"
"046763","Olentangy Local SD","133421","Graham School, The, Franklin","2470.35"
"046763","Olentangy Local SD","133439","Cornerstone Academy Community, Franklin","11199.33"
"046763","Olentangy Local SD","142943","Focus Learning/N Columbus, Franklin","1031.31"
"046763","Olentangy Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","288979.95"
"046763","Olentangy Local SD","143172","International Acad Of Columbus, Franklin","4830.33"
"046763","Olentangy Local SD","143305","Treca Digital Academy, Marion - (E School)","29299.50"
"046763","Olentangy Local SD","143396","Alternative Education Academy, Lucas - (E School)","29143.46"
"046763","Olentangy Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","22980.00"
"046763","Olentangy Local SD","143610","Arts & College Preparatory Aca, Franklin","11490.00"
"046763","Olentangy Local SD","149047","Goal Digital Academy, Morrow - (E School)","7985.55"
"046789","Edison Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","48291.41"
"046789","Edison Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5745.00"
"046789","Edison Local SD","012867","Townsend North Community Sch, Erie","70380.25"
"046789","Edison Local SD","014136","Mosaica Online of Ohio, Franklin - (E School)","5745.00"
"046789","Edison Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","33399.75"
"046789","Edison Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","83097.45"
"046805","Margaretta Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","9306.90"
"046805","Margaretta Local SD","012867","Townsend North Community Sch, Erie","257352.49"
"046805","Margaretta Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","36365.85"
"046805","Margaretta Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","54484.92"
"046805","Margaretta Local SD","143396","Alternative Education Academy, Lucas - (E School)","11490.00"
"046813","Perkins Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","9558.00"
"046813","Perkins Local SD","000304","Summit Academy Toledo ES, Lucas","27712.98"
"046813","Perkins Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","22750.20"
"046813","Perkins Local SD","012867","Townsend North Community Sch, Erie","163977.46"
"046813","Perkins Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","65869.69"
"046813","Perkins Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","64010.22"
"046813","Perkins Local SD","143305","Treca Digital Academy, Marion - (E School)","6721.65"
"046821","Vermilion Local SD","000318","Menlo Park Academy, Cuyahoga","30152.00"
"046821","Vermilion Local SD","000609","Summit Academy MS Lorain, Lorain","59179.35"
"046821","Vermilion Local SD","011533","Horizon Science Academy Lorain, Lorain","5537.15"
"046821","Vermilion Local SD","012867","Townsend North Community Sch, Erie","4251.30"
"046821","Vermilion Local SD","013994","Albert Einstein Academy, Cuyahoga","5745.00"
"046821","Vermilion Local SD","014081","Insight School of Ohio, Franklin - (E School)","5572.65"
"046821","Vermilion Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","67191.06"
"046821","Vermilion Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","87690.00"
"046821","Vermilion Local SD","143396","Alternative Education Academy, Lucas - (E School)","11490.00"
"046847","Amanda-Clearcreek Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","40042.65"
"046847","Amanda-Clearcreek Local SD","000623","Summit Academy-Youngstown, Mahoning","6879.66"
"046847","Amanda-Clearcreek Local SD","011972","GEMS, Franklin","5934.04"
"046847","Amanda-Clearcreek Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","143434.10"
"046847","Amanda-Clearcreek Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","69173.31"
"046847","Amanda-Clearcreek Local SD","143305","Treca Digital Academy, Marion - (E School)","20645.85"
"046847","Amanda-Clearcreek Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","7813.20"
"046847","Amanda-Clearcreek Local SD","143610","Arts & College Preparatory Aca, Franklin","8691.69"
"046854","Berne Union Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","23037.45"
"046854","Berne Union Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","11662.35"
"046854","Berne Union Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","41708.70"
"046854","Berne Union Local SD","143305","Treca Digital Academy, Marion - (E School)","9823.95"
"046862","Bloom Carroll Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","30161.25"
"046862","Bloom Carroll Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","9558.00"
"046862","Bloom Carroll Local SD","000614","Summit Academy Tr HS-Columbus, Franklin","5508.90"
