"District IRN","District Name","School IRN","School Name","Transfer"
"048009","Licking Heights Local SD","000664","Life Skills Center of Col SE, Franklin","23516.76"
"048009","Licking Heights Local SD","000679","Oakstone Community School, Franklin","169672.24"
"048009","Licking Heights Local SD","000725","Zenith Academy, Franklin","14857.69"
"048009","Licking Heights Local SD","008282","Life Skills Center of Col Nort, Franklin","18286.19"
"048009","Licking Heights Local SD","009179","HSA-Columbus Middle, Franklin","12031.27"
"048009","Licking Heights Local SD","009990","Horizon Science Academy Elemen, Franklin","13367.27"
"048009","Licking Heights Local SD","010036","Cesar Chavez College Prep, Franklin","9592.35"
"048009","Licking Heights Local SD","010182","Performance Academy Eastland, Franklin","32427.97"
"048009","Licking Heights Local SD","011439","Renaissance Academy, Franklin","2045.31"
"048009","Licking Heights Local SD","011468","Columbus Bilingual Academy-Nor, Franklin","6226.63"
"048009","Licking Heights Local SD","012011","Columbus Performance Academy, Franklin","13956.27"
"048009","Licking Heights Local SD","012045","Patriot Preparatory Academy, Franklin","49488.82"
"048009","Licking Heights Local SD","012391","Metro Early College High Schoo, Franklin","6015.63"
"048009","Licking Heights Local SD","012528","Academy for Urban Scholars, Franklin","2827.35"
"048009","Licking Heights Local SD","013030","Graham Primary School, Franklin","6025.88"
"048009","Licking Heights Local SD","013198","Brookwood Academy, Franklin","8938.32"
"048009","Licking Heights Local SD","013201","Nexus Academy of Columbus, Franklin","10292.34"
"048009","Licking Heights Local SD","013915","Barnett Acad of Cols East, Franklin","1618.92"
"048009","Licking Heights Local SD","014077","Olympus HS Col Southwest, Franklin","290.74"
"048009","Licking Heights Local SD","014081","Insight School of Ohio, Franklin - (E School)","3389.55"
"048009","Licking Heights Local SD","014148","Provost Academy Ohio, Franklin - (E School)","2929.95"
"048009","Licking Heights Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","282511.38"
"048009","Licking Heights Local SD","133439","Cornerstone Academy Community, Franklin","151323.88"
"048009","Licking Heights Local SD","142943","Focus Learning/N Columbus, Franklin","27531.25"
"048009","Licking Heights Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","312301.49"
"048009","Licking Heights Local SD","143305","Treca Digital Academy, Marion - (E School)","41536.35"
"048009","Licking Heights Local SD","143396","Alternative Education Academy, Lucas - (E School)","23058.75"
"048009","Licking Heights Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","17235.00"
"048009","Licking Heights Local SD","143610","Arts & College Preparatory Aca, Franklin","43591.90"
"048017","Licking Valley Local SD","000162","NDA, Licking - (E School)","105293.10"
"048017","Licking Valley Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","7639.83"
"048017","Licking Valley Local SD","000241","QDA, Tuscarawas - (E School)","5285.40"
"048017","Licking Valley Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5630.10"
"048017","Licking Valley Local SD","000941","Par Excellence Academy, Licking","18433.54"
"048017","Licking Valley Local SD","014081","Insight School of Ohio, Franklin - (E School)","3964.05"
"048017","Licking Valley Local SD","014148","Provost Academy Ohio, Franklin - (E School)","3734.25"
"048017","Licking Valley Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","44052.42"
"048017","Licking Valley Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","88685.78"
"048017","Licking Valley Local SD","143305","Treca Digital Academy, Marion - (E School)","7583.40"
"048017","Licking Valley Local SD","143396","Alternative Education Academy, Lucas - (E School)","5745.00"
"048017","Licking Valley Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","7296.15"
"048017","Licking Valley Local SD","151233","Lakewood Digital Academy, Licking - (E School)","21716.10"
"048025","North Fork Local SD","000162","NDA, Licking - (E School)","60541.20"
"048025","North Fork Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","28632.46"
"048025","North Fork Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","17235.00"
"048025","North Fork Local SD","000679","Oakstone Community School, Franklin","60476.86"
"048025","North Fork Local SD","014081","Insight School of Ohio, Franklin - (E School)","1034.10"
"048025","North Fork Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","99664.41"
"048025","North Fork Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","91535.19"
"048025","North Fork Local SD","143305","Treca Digital Academy, Marion - (E School)","28833.72"
"048025","North Fork Local SD","143396","Alternative Education Academy, Lucas - (E School)","36825.45"
"048025","North Fork Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","39709.35"
"048033","Northridge Local SD","000162","NDA, Licking - (E School)","15454.05"
"048033","Northridge Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","73214.29"
"048033","Northridge Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5745.00"
"048033","Northridge Local SD","000679","Oakstone Community School, Franklin","6033.58"
"048033","Northridge Local SD","012044","Capital High School, Franklin","1572.73"
"048033","Northridge Local SD","012529","Focus North High School, Franklin","3341.45"
"048033","Northridge Local SD","014081","Insight School of Ohio, Franklin - (E School)","2355.45"
"048033","Northridge Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","45923.85"
"048033","Northridge Local SD","133439","Cornerstone Academy Community, Franklin","11860.83"
"048033","Northridge Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","78649.05"
"048033","Northridge Local SD","143305","Treca Digital Academy, Marion - (E School)","12993.00"
"048033","Northridge Local SD","143396","Alternative Education Academy, Lucas - (E School)","17235.00"
"048041","Southwest Licking Local SD","000162","NDA, Licking - (E School)","8330.25"
"048041","Southwest Licking Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","19015.95"
"048041","Southwest Licking Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5745.00"
"048041","Southwest Licking Local SD","000556","A+ Arts Academy, Franklin","5857.02"
"048041","Southwest Licking Local SD","000558","Columbus Preparatory Academy, Franklin","405.37"
"048041","Southwest Licking Local SD","000585","FCI Academy, Franklin","175.71"
"048041","Southwest Licking Local SD","000679","Oakstone Community School, Franklin","259269.17"
"048041","Southwest Licking Local SD","009148","Zanesville Community School, Muskingum","4568.48"
"048041","Southwest Licking Local SD","011956","Everest High School, Franklin","5790.99"
"048041","Southwest Licking Local SD","012045","Patriot Preparatory Academy, Franklin","36056.30"
"048041","Southwest Licking Local SD","012391","Metro Early College High Schoo, Franklin","6131.11"
"048041","Southwest Licking Local SD","013201","Nexus Academy of Columbus, Franklin","10481.69"
"048041","Southwest Licking Local SD","013232","A+ Children's Academy, Franklin","6068.02"
"048041","Southwest Licking Local SD","014081","Insight School of Ohio, Franklin - (E School)","3447.00"
"048041","Southwest Licking Local SD","014136","Mosaica Online of Ohio, Franklin - (E School)","3274.65"
"048041","Southwest Licking Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","224536.04"
"048041","Southwest Licking Local SD","133439","Cornerstone Academy Community, Franklin","20205.43"
"048041","Southwest Licking Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","328965.13"
"048041","Southwest Licking Local SD","143305","Treca Digital Academy, Marion - (E School)","27164.16"
"048041","Southwest Licking Local SD","143396","Alternative Education Academy, Lucas - (E School)","11604.90"
"048041","Southwest Licking Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","40642.47"
"048041","Southwest Licking Local SD","143610","Arts & College Preparatory Aca, Franklin","5857.02"
"048041","Southwest Licking Local SD","149336","Southwest Licking Digital Acad, Licking - (E School)","182485.44"
"048074","Benjamin Logan Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","15109.35"
"048074","Benjamin Logan Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","66229.65"
"048074","Benjamin Logan Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","37593.60"
"048074","Benjamin Logan Local SD","143305","Treca Digital Academy, Marion - (E School)","13845.45"
"048082","Indian Lake Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","6894.00"
"048082","Indian Lake Local SD","000288","Auglaize County Educational, Allen - (E School)","402.15"
"048082","Indian Lake Local SD","014081","Insight School of Ohio, Franklin - (E School)","5572.65"
"048082","Indian Lake Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","76564.02"
"048082","Indian Lake Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","110989.95"
"048082","Indian Lake Local SD","143305","Treca Digital Academy, Marion - (E School)","9536.70"
"048082","Indian Lake Local SD","143396","Alternative Education Academy, Lucas - (E School)","10017.60"
"048082","Indian Lake Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","1608.60"
"048090","Riverside Local SD","011470","A.B. Graham Academy, Champaign","41190.50"
"048090","Riverside Local SD","014081","Insight School of Ohio, Franklin - (E School)","3964.05"
"048090","Riverside Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","48592.00"
"048090","Riverside Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","48786.45"
"048090","Riverside Local SD","143305","Treca Digital Academy, Marion - (E School)","25471.65"
"048090","Riverside Local SD","143396","Alternative Education Academy, Lucas - (E School)","11490.00"
"048116","Avon Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","37457.40"
"048116","Avon Local SD","000301","Summit Academy Second  Lorain, Lorain","7162.60"
"048116","Avon Local SD","000318","Menlo Park Academy, Cuyahoga","172405.44"
"048116","Avon Local SD","000534","Constellation Schools: Puritas, Cuyahoga","11490.00"
"048116","Avon Local SD","000609","Summit Academy MS Lorain, Lorain","14481.16"
"048116","Avon Local SD","011533","Horizon Science Academy Lorain, Lorain","17273.65"
"048116","Avon Local SD","013199","Nexus Academy of  Cleveland, Cuyahoga","11524.18"
"048116","Avon Local SD","013994","Albert Einstein Academy, Cuyahoga","74927.20"
"048116","Avon Local SD","132969","ConstellationElyria Community, Lorain","14766.45"
"048116","Avon Local SD","132993","Westpark Community Elementary, Cuyahoga","6067.38"
"048116","Avon Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","55858.53"
"048116","Avon Local SD","142919","Life Skills Center of Elyria, Lorain","1037.43"
"048116","Avon Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","81405.00"
"048116","Avon Local SD","143305","Treca Digital Academy, Marion - (E School)","3619.35"
"048116","Avon Local SD","143396","Alternative Education Academy, Lucas - (E School)","34253.91"
"048124","Avon Lake City SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","41823.60"
"048124","Avon Lake City SD","000318","Menlo Park Academy, Cuyahoga","111653.40"
"048124","Avon Lake City SD","011923","Northeast Ohio College Prepara, Cuyahoga","2588.47"
"048124","Avon Lake City SD","012541","University of Cleveland Prep, Cuyahoga","3163.68"
"048124","Avon Lake City SD","013994","Albert Einstein Academy, Cuyahoga","55689.65"
"048124","Avon Lake City SD","014081","Insight School of Ohio, Franklin - (E School)","1723.50"
"048124","Avon Lake City SD","132969","ConstellationElyria Community, Lorain","4831.81"
"048124","Avon Lake City SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","77621.47"
"048124","Avon Lake City SD","142919","Life Skills Center of Elyria, Lorain","11965.80"
"048124","Avon Lake City SD","142950","Ohio Virtual Academy, Lucas - (E School)","29356.95"
"048124","Avon Lake City SD","143305","Treca Digital Academy, Marion - (E School)","9019.65"
"048124","Avon Lake City SD","143396","Alternative Education Academy, Lucas - (E School)","26793.00"
"048124","Avon Lake City SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","1436.25"
"048132","Clearview Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","9558.00"
"048132","Clearview Local SD","000301","Summit Academy Second  Lorain, Lorain","16981.11"
"048132","Clearview Local SD","000320","Constellation Schools: Lorain, Lorain","20627.42"
"048132","Clearview Local SD","000609","Summit Academy MS Lorain, Lorain","96979.86"
"048132","Clearview Local SD","008064","Academy of Arts and Sciences, Lorain","19113.11"
"048132","Clearview Local SD","011533","Horizon Science Academy Lorain, Lorain","12804.56"
"048132","Clearview Local SD","014081","Insight School of Ohio, Franklin - (E School)","2700.15"
"048132","Clearview Local SD","132951","Lorain Community Elementary, Lorain","59588.90"
"048132","Clearview Local SD","132969","ConstellationElyria Community, Lorain","13704.21"
"048132","Clearview Local SD","133322","Summit Academy CS-Lorain, Lorain","118411.92"
"048132","Clearview Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","133384.05"
"048132","Clearview Local SD","133660","Horizon Science Acad Columbus, Franklin","3538.04"
"048132","Clearview Local SD","142919","Life Skills Center of Elyria, Lorain","42121.38"
"048132","Clearview Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","21847.26"
"048132","Clearview Local SD","143396","Alternative Education Academy, Lucas - (E School)","517.05"
"048140","Columbia Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","25163.10"
"048140","Columbia Local SD","000318","Menlo Park Academy, Cuyahoga","17657.00"
"048140","Columbia Local SD","013994","Albert Einstein Academy, Cuyahoga","17235.00"
"048140","Columbia Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","136756.53"
"048140","Columbia Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","59524.65"
"048140","Columbia Local SD","143396","Alternative Education Academy, Lucas - (E School)","5745.00"
"048157","Firelands Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","24875.85"
"048157","Firelands Local SD","000301","Summit Academy Second  Lorain, Lorain","386.11"
"048157","Firelands Local SD","000318","Menlo Park Academy, Cuyahoga","5745.00"
"048157","Firelands Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","4308.75"
"048157","Firelands Local SD","000609","Summit Academy MS Lorain, Lorain","19305.41"
"048157","Firelands Local SD","012867","Townsend North Community Sch, Erie","5745.00"
"048157","Firelands Local SD","014136","Mosaica Online of Ohio, Franklin - (E School)","1149.00"
"048157","Firelands Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","134786.11"
"048157","Firelands Local SD","142919","Life Skills Center of Elyria, Lorain","6971.90"
"048157","Firelands Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","120836.55"
"048157","Firelands Local SD","143305","Treca Digital Academy, Marion - (E School)","19333.80"
"048157","Firelands Local SD","143396","Alternative Education Academy, Lucas - (E School)","40904.40"
"048157","Firelands Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","11202.75"
"048165","Keystone Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","35897.00"
"048165","Keystone Local SD","000301","Summit Academy Second  Lorain, Lorain","36160.75"
"048165","Keystone Local SD","000534","Constellation Schools: Puritas, Cuyahoga","9572.81"
"048165","Keystone Local SD","000609","Summit Academy MS Lorain, Lorain","36160.75"
"048165","Keystone Local SD","014081","Insight School of Ohio, Franklin - (E School)","8411.04"
"048165","Keystone Local SD","132969","ConstellationElyria Community, Lorain","23601.43"
"048165","Keystone Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","78459.10"
"048165","Keystone Local SD","142919","Life Skills Center of Elyria, Lorain","6970.71"
"048165","Keystone Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","89934.70"
"048165","Keystone Local SD","143305","Treca Digital Academy, Marion - (E School)","3102.30"
"048165","Keystone Local SD","143396","Alternative Education Academy, Lucas - (E School)","40544.85"
"048173","Midview Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","26424.96"
"048173","Midview Local SD","000301","Summit Academy Second  Lorain, Lorain","5157.06"
"048173","Midview Local SD","000302","Summit Academy Community Schoo, Cuyahoga","51889.21"
"048173","Midview Local SD","000318","Menlo Park Academy, Cuyahoga","5771.15"
"048173","Midview Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5515.20"
"048173","Midview Local SD","011533","Horizon Science Academy Lorain, Lorain","5270.34"
"048173","Midview Local SD","012026","Constellation Schools: Collinw, Cuyahoga","14707.93"
"048173","Midview Local SD","013994","Albert Einstein Academy, Cuyahoga","115.42"
"048173","Midview Local SD","014081","Insight School of Ohio, Franklin - (E School)","3274.65"
"048173","Midview Local SD","014148","Provost Academy Ohio, Franklin - (E School)","4308.75"
"048173","Midview Local SD","132969","ConstellationElyria Community, Lorain","76366.82"
"048173","Midview Local SD","133322","Summit Academy CS-Lorain, Lorain","30324.30"
"048173","Midview Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","350190.48"
"048173","Midview Local SD","142919","Life Skills Center of Elyria, Lorain","40176.23"
"048173","Midview Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","154260.27"
"048173","Midview Local SD","143305","Treca Digital Academy, Marion - (E School)","29384.88"
"048173","Midview Local SD","143396","Alternative Education Academy, Lucas - (E School)","8962.20"
"048173","Midview Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","5745.00"
"048207","Anthony Wayne Local SD","000130","Phoenix Academy CS, Lucas","22233.15"
"048207","Anthony Wayne Local SD","000131","Glass City Academy, Lucas","2125.65"
"048207","Anthony Wayne Local SD","000222","Wildwood Environmental Academy, Lucas","7459.00"
"048207","Anthony Wayne Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","53888.10"
"048207","Anthony Wayne Local SD","000304","Summit Academy Toledo ES, Lucas","5767.75"
"048207","Anthony Wayne Local SD","000546","Winterfield Venture Academy, Lucas","5978.75"
"048207","Anthony Wayne Local SD","000770","The Maritime Academy of Toledo, Lucas","11490.00"
"048207","Anthony Wayne Local SD","009164","Central Academy of Ohio, Lucas","11490.00"
"048207","Anthony Wayne Local SD","009171","Star Academy of Toledo, Lucas","5108.98"
"048207","Anthony Wayne Local SD","013173","Imagine Hill Avenue, Lucas","17278.58"
"048207","Anthony Wayne Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","50577.30"
"048207","Anthony Wayne Local SD","133942","Toledo School For The Arts, Lucas","93183.35"
"048207","Anthony Wayne Local SD","134122","Autism Model School, Lucas","115523.78"
"048207","Anthony Wayne Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","176062.85"
"048207","Anthony Wayne Local SD","143305","Treca Digital Academy, Marion - (E School)","11568.75"
"048207","Anthony Wayne Local SD","143396","Alternative Education Academy, Lucas - (E School)","55324.35"
"048215","Ottawa Hills Local SD","000130","Phoenix Academy CS, Lucas","11490.00"
"048215","Ottawa Hills Local SD","000546","Winterfield Venture Academy, Lucas","238.24"
"048215","Ottawa Hills Local SD","133942","Toledo School For The Arts, Lucas","29313.00"
"048223","Springfield Local SD","000125","Polly Fox Academy, Lucas","23096.81"
"048223","Springfield Local SD","000130","Phoenix Academy CS, Lucas","109876.71"
"048223","Springfield Local SD","000131","Glass City Academy, Lucas","12809.83"
"048223","Springfield Local SD","000222","Wildwood Environmental Academy, Lucas","146878.93"
"048223","Springfield Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","31252.80"
"048223","Springfield Local SD","000304","Summit Academy Toledo ES, Lucas","30402.31"
"048223","Springfield Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","5055.60"
"048223","Springfield Local SD","000546","Winterfield Venture Academy, Lucas","85448.65"
"048223","Springfield Local SD","000633","Summit Academy Toledo Learn, Lucas","61425.67"
"048223","Springfield Local SD","000770","The Maritime Academy of Toledo, Lucas","37707.63"
"048223","Springfield Local SD","000825","Horizon Science Acad Spring, Lucas","169280.21"
"048223","Springfield Local SD","000951","Toledo Prep & Fitness, Lucas","46088.95"
"048223","Springfield Local SD","009164","Central Academy of Ohio, Lucas","25502.10"
"048223","Springfield Local SD","009181","Clay Avenue Community School, Lucas","10227.96"
"048223","Springfield Local SD","009955","Madison Avenue School of Arts, Lucas","6268.38"
"048223","Springfield Local SD","010006","Knight Academy, Lucas","6594.85"
"048223","Springfield Local SD","011507","Achieve Career Preparatory Aca, Lucas","11990.63"
"048223","Springfield Local SD","012629","Great Expectations Elem Sch, Lucas","6206.31"
"048223","Springfield Local SD","013173","Imagine Hill Avenue, Lucas","144542.95"
"048223","Springfield Local SD","013175","SunBridge Schools, Lucas","20784.94"
"048223","Springfield Local SD","013195","Acad of  Education Excellence, Lucas","23210.13"
"048223","Springfield Local SD","013200","Nexus Academy of Toledo, Lucas","2757.88"
"048223","Springfield Local SD","014081","Insight School of Ohio, Franklin - (E School)","8548.32"
"048223","Springfield Local SD","014091","Hope Learning Acad Toledo, Lucas","30152.58"
"048223","Springfield Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","60537.45"
"048223","Springfield Local SD","133942","Toledo School For The Arts, Lucas","162319.78"
"048223","Springfield Local SD","134122","Autism Model School, Lucas","249708.61"
"048223","Springfield Local SD","134148","Aurora Academy, Lucas","558.57"
"048223","Springfield Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","342815.21"
"048223","Springfield Local SD","143305","Treca Digital Academy, Marion - (E School)","5745.00"
"048223","Springfield Local SD","143396","Alternative Education Academy, Lucas - (E School)","18577.65"
"048223","Springfield Local SD","143503","Lake Erie Academy, Lucas","7674.00"
"048223","Springfield Local SD","149302","Life Skills Center Of Toledo, Lucas","8927.40"
"048231","Washington Local SD","000125","Polly Fox Academy, Lucas","24936.39"
"048231","Washington Local SD","000130","Phoenix Academy CS, Lucas","232491.75"
"048231","Washington Local SD","000131","Glass City Academy, Lucas","47485.50"
"048231","Washington Local SD","000222","Wildwood Environmental Academy, Lucas","25595.73"
"048231","Washington Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","22980.00"
"048231","Washington Local SD","000338","Horizon Science Academy Toledo, Lucas","124936.29"
"048231","Washington Local SD","000610","Summit Academy MS Columbus, Franklin","691.90"
"048231","Washington Local SD","000633","Summit Academy Toledo Learn, Lucas","140809.79"
"048231","Washington Local SD","000770","The Maritime Academy of Toledo, Lucas","51953.19"
"048231","Washington Local SD","000825","Horizon Science Acad Spring, Lucas","5067.15"
"048231","Washington Local SD","000843","Bennett Venture Academy, Lucas","300063.87"
"048231","Washington Local SD","008065","Imani Learning Academy, Lucas","6500.97"
"048231","Washington Local SD","008289","Eagle Learning Center, Lucas","4225.35"
"048231","Washington Local SD","009147","Northpointe Academy, Lucas","30687.85"
"048231","Washington Local SD","009164","Central Academy of Ohio, Lucas","90089.84"
"048231","Washington Local SD","009181","Clay Avenue Community School, Lucas","6289.97"
"048231","Washington Local SD","009955","Madison Avenue School of Arts, Lucas","14560.37"
"048231","Washington Local SD","010205","L. Hollingworth School for Tal, Lucas","6079.55"
"048231","Washington Local SD","011507","Achieve Career Preparatory Aca, Lucas","6478.67"
"048231","Washington Local SD","011987","H S Academy Toledo  Downtown, Lucas","13130.15"
"048231","Washington Local SD","012629","Great Expectations Elem Sch, Lucas","6824.22"
"048231","Washington Local SD","013173","Imagine Hill Avenue, Lucas","6500.97"
"048231","Washington Local SD","013175","SunBridge Schools, Lucas","11629.52"
"048231","Washington Local SD","013200","Nexus Academy of Toledo, Lucas","23458.76"
"048231","Washington Local SD","014005","Secor Gardens Academy, Lucas","3315.50"
"048231","Washington Local SD","014081","Insight School of Ohio, Franklin - (E School)","14247.60"
"048231","Washington Local SD","014091","Hope Learning Acad Toledo, Lucas","30696.97"
"048231","Washington Local SD","014148","Provost Academy Ohio, Franklin - (E School)","2470.35"
"048231","Washington Local SD","014188","Discovery Academy, Lucas","39407.59"
"048231","Washington Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","381274.67"
"048231","Washington Local SD","133942","Toledo School For The Arts, Lucas","321472.65"
"048231","Washington Local SD","134122","Autism Model School, Lucas","174629.36"
"048231","Washington Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","297133.85"
"048231","Washington Local SD","143297","Autism Academy, Lucas","60627.10"
"048231","Washington Local SD","143305","Treca Digital Academy, Marion - (E School)","11490.00"
"048231","Washington Local SD","143396","Alternative Education Academy, Lucas - (E School)","105773.93"
"048231","Washington Local SD","143503","Lake Erie Academy, Lucas","15988.17"
"048231","Washington Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","4423.65"
"048231","Washington Local SD","143552","Eagle Academy, Lucas","34485.16"
"048231","Washington Local SD","149302","Life Skills Center Of Toledo, Lucas","21021.10"
"048256","Jefferson Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","5745.00"
"048256","Jefferson Local SD","000558","Columbus Preparatory Academy, Franklin","6022.19"
"048256","Jefferson Local SD","012391","Metro Early College High Schoo, Franklin","5811.19"
"048256","Jefferson Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","28688.79"
"048256","Jefferson Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","11490.00"
"048256","Jefferson Local SD","143305","Treca Digital Academy, Marion - (E School)","6499.44"
"048256","Jefferson Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","17235.00"
"048256","Jefferson Local SD","151027","London Academy, Madison - (E School)","106687.53"
"048264","Jonathan Alder Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","5969.19"
"048264","Jonathan Alder Local SD","000679","Oakstone Community School, Franklin","30207.08"
"048264","Jonathan Alder Local SD","012391","Metro Early College High Schoo, Franklin","5800.08"
"048264","Jonathan Alder Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","45147.03"
"048264","Jonathan Alder Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","88340.55"
"048264","Jonathan Alder Local SD","143305","Treca Digital Academy, Marion - (E School)","41722.41"
"048264","Jonathan Alder Local SD","143396","Alternative Education Academy, Lucas - (E School)","3849.15"
"048264","Jonathan Alder Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","17177.55"
"048264","Jonathan Alder Local SD","151027","London Academy, Madison - (E School)","80655.60"
"048272","Madison-Plains Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","5745.00"
"048272","Madison-Plains Local SD","000558","Columbus Preparatory Academy, Franklin","17341.63"
"048272","Madison-Plains Local SD","007999","Charles School at Ohio Dominic, Franklin","5764.47"
"048272","Madison-Plains Local SD","011972","GEMS, Franklin","5764.47"
"048272","Madison-Plains Local SD","014081","Insight School of Ohio, Franklin - (E School)","3791.70"
"048272","Madison-Plains Local SD","132795","Cliff Park High School, Clark","1686.13"
"048272","Madison-Plains Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","79420.05"
"048272","Madison-Plains Local SD","142927","Focus Learning/Sw Columbus, Franklin","2819.06"
"048272","Madison-Plains Local SD","142950","Ohio Virtual Academy, Lucas - (E School)","65182.29"
"048272","Madison-Plains Local SD","143305","Treca Digital Academy, Marion - (E School)","16058.52"
"048272","Madison-Plains Local SD","143396","Alternative Education Academy, Lucas - (E School)","7804.53"
"048272","Madison-Plains Local SD","143537","Virtual Community Sch Of Ohio, Franklin - (E School)","1493.70"
"048272","Madison-Plains Local SD","151027","London Academy, Madison - (E School)","100008.48"
"048298","Austintown Local SD","000236","Ohio Connections Academy, Cuyahoga - (E School)","30505.95"
"048298","Austintown Local SD","000241","QDA, Tuscarawas - (E School)","5400.30"
"048298","Austintown Local SD","000303","Summit Academy Sec Youngstown, Mahoning","49820.94"
"048298","Austintown Local SD","000305","Summit Academy Warren ES, Trumbull","28709.29"
"048298","Austintown Local SD","000417","Buckeye On-Line School, Columbiana - (E School)","84618.63"
"048298","Austintown Local SD","000541","Constellation: Outreach, Cuyahoga","30235.61"
"048298","Austintown Local SD","000623","Summit Academy-Youngstown, Mahoning","92463.19"
"048298","Austintown Local SD","008251","Mahoning Valley Opportunity, Mahoning","5439.03"
"048298","Austintown Local SD","009996","Mahoning County High School, Mahoning","28757.57"
"048298","Austintown Local SD","011986","Horizon Science Academy Youngs, Mahoning","6076.15"
"048298","Austintown Local SD","013249","Acad Urban Scholars Yngstwn, Mahoning","9478.78"
"048298","Austintown Local SD","014081","Insight School of Ohio, Franklin - (E School)","7353.60"
"048298","Austintown Local SD","133413","Electronic Classrm Of Tomorrow, Franklin - (E School)","72047.11"
