"District IRN","Name","Address","City","State","Postal Code","Avg Teacher Exp","% of teachers with masters degrees","Teacher attendance %","# of students","# of FT teachers","Student-teacher ratio","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white","% enrolled less than 3 years","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","State Funding per Student","Charter cost per student","Charter cost per classroom","% Spent in Classroom","% Spent on Administration","Community School Transfer","Funding per Student","Third Grade Reading Student Count","Third Grade Reading Student Count At or Above 392","Third Grade Reading Percentage","Read 3rd Grade % at or above Proficient","TOTAL CALCULATED STATE FUNDING","TOTAL ADDITIONAL AID ITEMS","TOTAL ADM","Letter grade of four year graduation rate"
"043935","Eaton Community City","307 N Cherry St","Eaton","OH","45320-1855","15","71.9","95.7","2180.0","120","18.2","39.6","11.2","9.0","93.6","6.4","37.5","C","B","98.997","A","C","A","A","D","95.2","89.8","3518.92","97.13","2428.19","93.0","7.0","-438471.65","3692.0659185567233","155.0","152","98.1","98.1","8383984","170349","2317","B"
"047472","Vanlue Local","PO Box 250","Vanlue","OH","45890-0250","8","59.3","97.3","254.0","21","12.1","31.9","15.0","8.3","90.9","9.1","44.0","D","B","97.811","B","NA","NA","C","F","96.8","100.0","5315.87","0.81","20.14","91.6","8.4","-6779.10","5566.940229007633","19.0","18","94.7","94.7","1393265","65273","262","A"
"048025","North Fork Local","PO Box 497","Utica","OH","43080-0497","14","63.2","94.7","1695.0","102","16.6","32.0","16.2","8.3",">95.0","<5.0","38.3","C","B","96.7","A","A","C","D","F","94.4","89.4","4510.60","106.42","2660.42","93.7","6.3","-464832.90","4691.665361886374","93.0","90","96.8","96.8","7895213","123312","1709","B"
"044560","Norwalk City","134 Benedict Ave","Norwalk","OH","44857-2349","14","56.5","94.8","2923.0","164","17.8","51.9","12.1","4.4","83.1","16.9","36.7","C","B","98.916","B","C","A","A","D","94.9","90.7","3835.71","111.52","2787.88","94.3","5.7","-838172.47","4049.492222340199","201.0","187","93.0","93.0","11907744","296454","3014","B"
"044966","Van Wert City","205 W Crawford St","Van Wert","OH","45891-1903","16","65.9","97.7","2120.0","129","16.4","54.1","20.6","12.5","91.2","8.8","36.4","B","B","100.015","F","F","B","B","B","96.4","91.7","4108.73","107.37","2684.21","93.7","6.3","-535078.12","4386.897849229891","148.0","146","98.6","98.6","9727577","417826","2313","B"
"044404","Middletown City","1 Donham Plz 4th Fl","Middletown","OH","45042-1932","14","74.0","95.5","6274.0","424","14.8",">95.0","16.7","10.9","64.9","35.1","47.5","F","C","87.927","A","C","C","B","F","94.4","84.9","3328.49","532.10","13302.47","94.0","6.0","-6854950.71","3960.761806189644","441.0","415","94.1","94.1","29211713","675523","7546","C"
"050096","Bloomfield-Mespo Local","2077 Park Rd W","North Bloomfield","OH","44450-0730","17","36.7","94.6","288.0","25","11.5","54.2","16.7","11.1",">95.0","<5.0","48.9","A","B","103.388","C","NA","NA","NA","A","95.2","88.0","4609.17","55.47","1386.63","91.0","9.0","-78921.57","4770.018333333333","25.0","25","100.0","100.0","1429722","29904","306","C"
"044883","Tallmadge City","486 East Ave","Tallmadge","OH","44278-2000","7","53.1","96.2","2387.0","153","15.6","28.2","12.1","10.0","87.4","12.6","34.7","B","B","104.333","A","B","A","C","B","95.9","96.0","2634.09","143.50","3587.58","93.0","7.0","-608230.55","2846.7328186384693","159.0","154","96.9","96.9","7122758","159612","2558","A"
"047597","Patrick Henry Local","6900 State Route 18","Hamler","OH","43524-9781","10","71.3","95.2","930.0","70","13.3","40.4","17.3","21.1","89.2","10.8","33.8","C","B","99.863","A","B","B","C","C","96.1","95.2","4882.91","20.54","513.62","91.9","8.1","-88130.22","5000.170015506585","55.0","55","100.0","100.0","4492208","86648","916","A"
"045997","St Clairsville-Richland City","108 Woodrow Ave","Saint Clairsville","OH","43950-1567","15","67.1","94.2","1718.0","100","17.2","28.1","11.0","18.5","91.9","8.1","37.4","C","B","100.038","A","A","A","B","B","95.1","95.4","2003.18","59.13","1478.30","94.1","5.9","-143606.88","2113.3931776165878","99.0","97","98.0","98.0","3358973","81990","1628","A"
"047696","West Holmes Local","28 W Jackson St","Millersburg","OH","44654-1302","11","67.5","96.2","2429.0","148","16.4","45.4","17.8","14.8",">95.0","<5.0","31.7","B","B","99.304","C","C","F","D","C","95.7","96.3","4183.95","52.70","1317.42","94.0","6.0","-350538.16","4337.70075115485","157.0","157","100.0","100.0","10555778","242928","2490","A"
"050252","Weathersfield Local","1334 Seaborn St","Mineral Ridge","OH","44440-9571","10","33.9","94.3","969.0","55","17.6","51.2","14.2","11.9","93.0","7.0","36.7","A","B","104.698","A","B","A","C","A","94.4","100.0","3979.87","152.36","3808.99","93.0","7.0","-189166.61","4174.793155790473","68.0","68","100.0","100.0","3050897","29474","738","A"
"045542","Newcomerstown Exempted Village","702 S River St","Newcomerstown","OH","43832-1450","11","32.1","94.6","1077.0","78","13.8","66.2","20.1","11.8","92.4","7.6","35.1","D","B","96.287","A","C","A","B","D","95.1","87.6","5529.93","37.02","925.49","93.8","6.2","-141569.75","5700.212317619849","61.0","61","100.0","100.0","5851558","137598","1051","C"
"045468","Loudonville-Perrysville Exempted Village","210 E Main St","Loudonville","OH","44842-1245","17","66.3","95.9","1230.0","80","15.4","42.1","19.8","16.1",">95.0","<5.0","34.1","B","B","99.827","F","D","F","F","C","95.8","91.0","3694.10","102.53","2563.28","93.4","6.6","-279694.48","3940.573826287163","72.0","72","100.0","100.0","4559889","163913","1199","B"
"046706","Ayersville Local","28046 Watson Rd","Defiance","OH","43512-8851","20","73.5","96.6","790.0","55","14.4","25.6","8.9","4.3","86.7","13.3","34.9","A","B","102.975","C","NA","F","C","B","96.8","96.9","3357.56","8.92","223.02","93.8","6.2","-13558.20","3447.7183786530295","40.0","40","100.0","100.0","2054115","49372","610","A"
"048579","Parkway Local","400 Buckeye St","Rockford","OH","45882-9267","19","78.1","95.9","1022.0","63","16.2","31.3","15.9","25.7",">95.0","<5.0","26.5","A","B","102.331","F","C","D","B","B","96.4","97.5","5495.14","32.96","824.04","94.1","5.9","-89099.05","5684.5568606241195","75.0","75","100.0","100.0","5417402","153122","980","A"
"047506","Ridgemont Local","PO Box 86","Ridgeway","OH","43345-0086","6","39.2","95.3","499.0","49","10.2","36.9","8.6","16.0",">95.0","<5.0","31.8","D","B","97.654","F","NA","NA","D","B","95.6","94.1","4670.42","36.12","902.90","89.4","10.6","-87159.93","4836.586724826138","40.0","39","97.5","97.5","2288899","61779","486","A"
"047266","Greeneview Local","4 S Charleston Rd","Jamestown","OH","45335-1557","15","59.3","96.3","1371.0","79","17.4","33.0","13.2","9.6",">95.0","<5.0","32.2","A","B","99.21","C","A","B","C","C","95.0","92.6","4039.75","79.79","1994.73","92.5","7.5","-239296.13","4235.6208869487045","90.0","88","97.8","97.8","5410146","149487","1313","B"
"044313","Mariemont City","2 Warrior Way","Cincinnati","OH","45227-3600","20","83.4","96.9","1648.0","106","15.5","10.0","10.3","30.5","91.8","8.2","36.6","A","A","109.158","A","C","C","C","C","96.0","94.9","1715.97","20.68","517.04","93.0","7.0","-49887.90","1813.8383872508475","134.0","133","99.3","99.3","2982137","131897","1717","A"
"043497","Alliance City","200 Glamorgan St","Alliance","OH","44601-2946","9","58.8","95.9","2710.0","215","12.6","78.0","17.5","7.1","71.0","29.0","39.4","F","C","91.131","F","F","B","C","F","94.5","87.7","5965.99","48.54","1213.58","94.0","6.0","-863279.45","6149.005378748236","182.0","180","98.9","98.9","18980772","407964","3153","C"
"047464","Van Buren Local","217 S Main St","Van Buren","OH","45889-9720","14","73.6","95.8","1018.0","67","15.2","19.4","7.2","22.2","92.2","7.8","33.0","A","B","105.709","F","B","D","D","A","97.1","97.7","571.62","105.93","2648.17","93.2","6.8","-107195.96","774.2501910658706","77.0","77","100.0","100.0","613264","85752","903","A"
"043943","Elyria City","42101 Griswold Rd","Elyria","OH","44035-2117","15","72.2","95.1","6127.0","411","14.9","66.7","15.1","13.0","55.7","44.3","40.3","F","C","91.829","A","F","D","C","F","94.4","88.7","4186.69","368.79","9219.70","93.4","6.6","-6712282.44","4683.432053126846","380.0","371","97.6","97.6","34497962","848930","7547","C"
"046680","Tri-Village Local","315 S Main St","New Madison","OH","45346-9797","14","73.7","95.1","764.0","53","14.4","42.3","9.9","17.0",">95.0","<5.0","38.7","C","B","97.671","A","A","C","C","F","96.1","93.2","3970.47","39.09","977.34","93.5","6.5","-86263.77","4084.300082895828","69.0","68","98.6","98.6","2904571","51645","724","A"
"049221","Southeast Local","8245 Tallmadge Rd","Ravenna","OH","44266-8547","14","67.0","95.6","1730.0","121","14.3","42.1","16.5","14.7",">95.0","<5.0","32.6","C","B","98.511","A","A","B","B","B","94.0","94.5","5565.38","-13.16","-329.00","93.8","6.2","-284819.14","5706.228666626213","94.0","94","100.0","100.0","10167143","176937","1813","A"
"049189","Crestwood Local","4565 W Prospect St","Mantua","OH","44255-9103","15","68.0","95.8","1957.0","132","14.8","30.0","12.8","14.9",">95.0","<5.0","32.0","B","B","100.81","B","C","C","C","C","95.0","93.8","5215.38","38.77","969.28","92.2","7.8","-393489.43","5375.510176472963","113.0","112","99.1","99.1","10480625","168476","1981","A"
"049981","Copley-Fairlawn City","3797 Ridgewood Rd","Copley","OH","44321-1665","13","75.1","95.5","2958.0","187","15.8","17.1","10.6","20.4","73.7","26.3","32.5","A","B","104.942","A","A","A","A","B","96.3","93.8","456.86","109.90","2747.59","93.7","6.3","-372546.05","622.8160912262484","191.0","190","99.5","99.5","1799565","167749","3159","A"
"049635","Northwest Local","800 Mohawk Dr","Mc Dermott","OH","45652-9000","15","53.7","94.2","1516.0","102","14.9","74.1","17.2","8.1",">95.0","<5.0","32.8","D","C","93.111","F","C","A","B","F","94.4","97.0","7422.17","-18.70","-467.57","95.2","4.8","-195677.08","7495.073008288585","131.0","126","96.2","96.2","13147374","154357","1775","A"
"046961","Gahanna-Jefferson City","160 S Hamilton Rd","Gahanna","OH","43230-2919","15","75.1","96","7182.0","481","14.9","28.2","15.6","19.5","64.5","35.5","37.8","A","B","102.756","A","B","A","A","B","96.0","95.6","1320.90","158.01","3950.24","94.0","6.0","-1439701.28","1592.4692162637862","509.0","500","98.2","98.2","10930643","731821","7324","A"
"044701","Rocky River City","1101 Morewood Pkwy","Rocky River","OH","44116-1439","17","76.9","95.7","2493.0","159","15.7","12.5","9.6","37.0","90.5","9.5","33.4","A","A","111.34","A","A","C","B","A","96.8","98.0","388.71","77.62","1940.39","92.8","7.2","-217851.24","558.9053056618548","204.0","204","100.0","100.0","1215156","240977","2605","A"
"050005","Manchester Local","6075 Manchester Rd","Akron","OH","44319-4654","11","65.2","96.4","1349.0","80","16.9","25.1","13.7","34.0",">95.0","<5.0","31.7","A","B","104.193","C","C","C","B","B","95.7","97.6","3379.93","112.13","2803.33","94.0","6.0","-304318.28","3578.8292891849183","80.0","80","100.0","100.0","4735848","110674","1354","A"
"045799","Shawnee Local","3255 Zurmehly Rd","Lima","OH","45806-1434","13","66.8","95.5","2549.0","140","18.2","29.1","6.8","14.5","83.2","16.8","38.4","A","B","103.894","C","F","B","C","C","95.7","93.2","1467.14","153.84","3845.98","94.5","5.5","-517821.78","1705.7562599861917","162.0","162","100.0","100.0","4115646","208020","2535","A"
"043695","Cambridge City","6111 Fairdale Dr","Cambridge","OH","43725-8865","16","67.8","95","2097.0","147","14.3","63.7","19.6","9.8","91.7","8.3","36.2","D","C","93.555","C","D","A","C","F","94.1","85.2","5526.40","48.22","1205.44","94.1","5.9","-638502.88","5754.359401619739","154.0","149","96.8","96.8","13298346","414868","2383","C"
"044818","Springfield City","1500 W Jefferson St","Springfield","OH","45506-1224","14","61.1","95.9","7362.0","473","15.6",">95.0","17.6","4.3","60.2","39.8","45.4","F","D","83.641","A","B","A","A","F","93.3","73.9","5892.17","137.02","3425.58","92.3","7.7","-6338846.51","6169.722171618887","465.0","441","94.8","94.8","56367551","1207309","9332","F"
"045260","Carey Exempted Village","357 E South St","Carey","OH","43316-1273","14","61.2","96.6","836.0","58","14.4","37.0","14.2","6.3","91.9","8.1","36.6","D","B","97.531","C","A","F","D","D","95.9","96.7","4765.49","30.31","757.72","92.1","7.9","-108554.97","4968.309017556617","54.0","54","100.0","100.0","4090819","145509","853","A"
"046565","Independence Local","7733 Stone Rd","Independence","OH","44131-4813","13","82.2","95.7","1020.0","76","13.4","12.1","7.8","18.2",">95.0","<5.0","28.7","A","A","109.118","A","B","NA","NA","B","95.9","94.3","422.78","30.48","762.00","92.6","7.4","-34340.25","533.5855129059911","64.0","64","100.0","100.0","476252","83959","1050","A"
"048322","Jackson-Milton Local","13910 Mahoning Ave","North Jackson","OH","44451-9616","14","43.7","96.7","826.0","63","13.1","46.6","17.2","3.8",">95.0","<5.0","38.1","C","B","99.161","C","NA","F","D","B","94.6","94.6","2409.09","121.26","3031.46","93.3","6.7","-155792.57","2606.780412015192","50.0","50","100.0","100.0","2200148","64884","869","A"
"046367","Williamsburg Local","549A W Main St","Williamsburg","OH","45176-1110","17","80.2","96.3","996.0","60","16.6","47.2","14.2","12.1",">95.0","<5.0","40.9","C","B","101.155","C","F","C","B","C","95.5","85.9","3758.58","151.12","3778.04","93.1","6.9","-305606.78","3982.431861083484","64.0","63","98.4","98.4","3860360","63689","985","C"
"045492","Mentor Exempted Village","6451 Center St","Mentor","OH","44060-4109","16","77.4","97.2","7736.0","495","15.6","30.9","11.5","25.5","91.3","8.7","30.7","A","B","103.412","A","C","D","D","D","96.1","91.9","1797.46","103.14","2578.44","93.6","6.4","-1096539.04","1997.313447090122","507.0","507","100.0","100.0","14954622","751372","7864","B"
"047217","Newbury Local","14775 Auburn Rd","Newbury","OH","44065-9702","14","63.4","94.8","486.0","43","11.3","31.1","12.6","NA","91.4","8.6","33.7","C","B","99.376","B","NA","C","C","F","94.9","87.3","1711.64","184.51","4612.79","92.3","7.7","-149257.24","1985.6659612175017","29.0","29","100.0","100.0","1103212","50837","581","C"
"049528","Southeastern Local","2003 Lancaster Rd","Chillicothe","OH","45601-9092","11","29.8","94.8","1203.0","77","15.6","53.2","12.9","7.8","94.3","5.7","37.8","C","B","96.634","A","C","B","C","F","93.9","93.0","6883.32","8.13","203.33","94.1","5.9","-294525.51","6956.207388581442","98.0","97","99.0","99.0","7945586","73948","1153","A"
"046201","Triad Local","7920 Brush Lake Rd","North Lewisburg","OH","43060-9617","15","60.2","96.5","922.0","63","14.6","36.2","13.6","12.7",">95.0","<5.0","32.2","C","B","97.47","C","C","C","B","D","94.8","88.4","5353.27","19.56","489.01","93.3","6.7","-177198.53","5477.898887689793","62.0","60","96.8","96.8","5035849","90862","936","C"
"049130","Scioto Valley Local","PO Box 600","Piketon","OH","45661-0600","13","41.8","94.9","1405.0","83","16.9","67.1","16.5","18.6",">95.0","<5.0","41.2","F","C","87.616","A","A","A","A","F","92.4","77.2","7034.32","7.97","199.30","94.7","5.3","-276938.70","7142.416638847979","90.0","77","85.6","85.6","10761323","150504","1528","F"
"045146","Wyoming City","420 Springfield Pike","Wyoming","OH","45215-4298","16","75.1","96.5","1903.0","140","13.6","7.5","7.9","48.0","77.4","22.6","30.5","A","A","113.013","A","A","B","NA","A","96.7","98.7","2733.97","17.42","435.49","92.8","7.2","-56111.26","2755.919234158372","137.0","137","100.0","100.0","5276907","8643","1918","A"
"049353","Leipsic Local","232 Oak St","Leipsic","OH","45856-1312","25","78.3","96.4","631.0","50","12.6","55.0","17.9","7.8","51.8","48.2","40.6","C","B","98.225","A","C","C","C","C","95.1","94.5","5253.10","13.36","333.88","93.5","6.5","-44381.82","5392.397144741802","44.0","44","100.0","100.0","3362085","71362","637","A"
"048694","Trotwood-Madison City","3594 N Snyder Rd","Trotwood","OH","45426-3835","15","62.8","95.1","2552.0","164","15.6",">95.0","16.4","5.7","6.7","93.3","55.5","F","D","76.556","F","F","C","F","F","93.0","74.8","6472.28","192.28","4806.93","91.4","8.6","-4995543.31","6735.337322755801","109.0","94","86.2","86.2","22390670","210023","3356","F"
"049452","Madison Local","1379 Grace St","Mansfield","OH","44905-2742","12","64.0","95.6","2940.0","226","13.0","64.8","14.1","7.7","88.8","11.2","40.5","C","B","97.61","A","B","B","A","F","94.9","90.9","4119.67","164.81","4120.34","94.1","5.9","-1405597.34","4389.736835827103","183.0","183","100.0","100.0","14022531","329626","3269","B"
"046813","Perkins Local","3714 Campbell St Ste B","Sandusky","OH","44870-7232","8","72.4","96.4","2300.0","133","17.3","32.8","12.0","11.6","83.8","16.2","35.2","C","B","97.665","F","D","C","F","D","95.6","95.7","1764.45","138.93","3473.19","93.8","6.2","-360830.95","1976.082960993182","146.0","146","100.0","100.0","3696742","137708","1940","A"
"048512","Eastern Local","50008 State Route 681","Reedsville","OH","45772-9022","15","49.2","95","787.0","55","14.3","41.8","11.2","15.2",">95.0","<5.0","30.8","D","C","94.923","C","C","A","A","D","94.0","94.9","6649.65","11.02","275.49","93.4","6.6","-120674.07","6766.574245559144","51.0","51","100.0","100.0","5281270","82188","793","A"
"050674","Eastwood Local","4800 Sugar Ridge Rd","Pemberville","OH","43450-9626","14","70.6","97.6","1532.0","84","18.2","24.3","11.7","25.6","91.3","8.7","30.4","A","B","105.416","A","F","A","B","C","96.5","95.5","4070.56","37.83","945.77","94.3","5.7","-155169.02","4212.112717412779","105.0","105","100.0","100.0","6035463","147203","1468","A"
"050484","Fort Frye Local","PO Box 1149","Beverly","OH","45715-1149","18","59.8","95.1","913.0","58","15.7","47.8","18.4","13.1",">95.0","<5.0","33.5","C","B","96.902","F","B","C","C","B","95.5","93.1","4231.96","63.18","1579.50","92.3","7.7","-152783.49","4369.341975663309","63.0","61","96.8","96.8","4187015","71607","975","A"
"044222","Lima City","755 Saint Johns Ave","Lima","OH","45804-1552","14","63.2","95.2","3589.0","287","12.5",">95.0","21.1","6.9","39.1","60.9","47.2","F","D","77.865","F","D","D","F","F","94.1","70.0","6717.58","3.79","94.70","94.2","5.8","-3088151.02","6860.082836140173","253.0","239","94.5","94.5","34659664","616254","5142","F"
"043604","Belpre City","2014 Rockland Ave","Belpre","OH","45714-1118","4","70.4","94.8","1048.0","57","18.4","59.8","15.5","12.1","89.0","11.0","42.6","F","C","91.441","F","C","D","C","F","94.5","88.0","2221.57","163.19","4079.71","92.6","7.4","-276398.11","2484.149880339465","71.0","67","94.4","94.4","2704349","108628","1132","C"
"044149","Ironton City","105 S 5th St","Ironton","OH","45638-1426","18","55.0","95.1","1441.0","98","14.7","60.4","15.1","7.4","88.2","11.8","40.1","C","B","98.68","A","C","A","C","C","94.8","90.9","5753.46","59.27","1481.78","92.8","7.2","-308540.05","5890.307845017353","107.0","107","100.0","100.0","8611237","111955","1481","B"
"045088","Wickliffe City","2221 Rockefeller Rd","Wickliffe","OH","44092-2020","17","73.6","95","1321.0","113","11.7","38.6","14.1","10.6","83.0","17.0","36.0","B","B","101.62","A","B","A","B","D","94.7","95.6","953.90","182.88","4571.89","92.8","7.2","-313045.68","1239.396683104776","105.0","104","99.0","99.0","1687276","147403","1480","A"
"050070","Twinsburg City","11136 Ravenna Rd","Twinsburg","OH","44087-1022","4","76.7","94","4071.0","218","18.7","17.6","9.7","23.7","61.8","38.2","33.2","A","B","106.651","A","A","C","C","B","96.6","96.8","905.51","57.15","1428.69","92.5","7.5","-283949.89","1019.0453536209517","304.0","304","100.0","100.0","4070118","234920","4225","A"
"044636","Parma City","5311 Longwood Avenue","Parma","OH","44134-0932","12","67.6","94.6","10639.0","827","12.9","34.5","15.9","10.9","83.6","16.4","39.9","D","C","95.843","A","D","D","C","F","94.2","87.6","1503.45","566.45","14161.13","93.5","6.5","-9196091.05","2211.2745091054812","665.0","613","92.2","92.2","25745390","1569268","12352","C"
"047043","Archbold-Area Local","600 Lafayette St","Archbold","OH","43502-1656","21","81.1","96.3","1246.0","79","15.8","26.6","10.4","18.1","78.3","21.7","32.9","A","B","105.331","A","A","C","C","B","96.8","98.1","2174.67","46.53","1163.25","94.6","5.4","-95905.35","2345.4662727022023","90.0","90","100.0","100.0","2819413","157335","1269","A"
"046847","Amanda-Clearcreek Local","328 E Main St","Amanda","OH","43102-9330","12","52.5","96.1","1660.0","101","16.4","38.4","12.0","10.9",">95.0","<5.0","38.2","C","B","98.755","C","B","C","B","D","94.9","90.0","5855.84","23.73","593.24","93.8","6.2","-296524.61","5964.771230086698","113.0","112","99.1","99.1","9565091","128677","1625","B"
"048355","Sebring Local","510 N 14th St","Sebring","OH","44672-1400","14","64.1","97.1","585.0","60","9.8","68.2","20.0","6.0","95.0","5.0","39.3","D","B","96.205","F","C","C","C","B","94.5","97.0","6070.48","3.02","75.51","90.9","9.1","-134117.33","6138.000843299601","40.0","39","97.5","97.5","3962476","40728","652","A"
"045310","Coldwater Exempted Village","310 N 2nd St","Coldwater","OH","45828-1242","14","78.6","95.2","1397.0","89","15.7","18.2","10.1","30.5",">95.0","<5.0","28.1","A","B","106.47","A","C","C","C","C","96.8","96.2","5411.02","0.47","11.80","93.9","6.1","-12732.61","5514.082472612234","113.0","113","100.0","100.0","6910863","130786","1277","A"
"045641","Wauseon Exempted Village","126 S Fulton St","Wauseon","OH","43567-1350","19","72.6","94.2","1894.0","122","15.5","40.7","8.2","24.3","78.0","22.0","33.6","B","B","102.967","C","C","F","C","C","96.0","94.8","4545.73","49.19","1229.80","94.1","5.9","-226431.52","4684.355943753037","121.0","121","100.0","100.0","8698590","169270","1893","A"
"045864","Grand Valley Local","111 Grand Valley Ave West","Orwell","OH","44076-9420","15","72.0","94.2","1361.0","73","18.6","48.9","15.3","11.5",">95.0","<5.0","34.4","C","B","98.538","F","F","C","F","C","95.1","95.1","4377.43","107.20","2679.99","92.3","7.7","-448856.37","4589.948009948445","95.0","94","98.9","98.9","6191761","138282","1379","A"
"048173","Midview Local","13050 Durkee Rd","Grafton","OH","44044-1122","16","70.0","94.7","2846.0","203","14.0","37.2","12.0","26.2","89.8","10.2","32.2","B","B","100.642","A","B","A","A","C","95.7","95.3","3479.23","141.12","3528.07","93.6","6.4","-829008.27","3691.497434168633","201.0","198","98.5","98.5","10628919","211791","2937","A"
"048074","Benjamin Logan Local","4740 County Road 26","Bellefontaine","OH","43311-9532","19","76.3","95.8","1789.0","111","16.1","26.3","13.1","10.2","92.7","7.3","37.1","C","B","99.916","A","B","C","D","D","96.2","96.4","3062.12","35.70","892.59","93.6","6.4","-132720.60","3150.595872853114","134.0","134","100.0","100.0","5560138","93480","1794","A"
"046102","Fairfield City","4641 Bach Ln","Fairfield","OH","45014-1900","14","70.4","95","9504.0","515","18.5","37.6","12.9","18.2","68.6","31.4","37.5","B","B","100.167","C","B","B","D","C","96.3","93.7","2407.32","107.52","2687.89","94.1","5.9","-1643744.49","2592.8888476075626","693.0","685","98.8","98.8","24265386","719120","9636","A"
"045880","Pymatuning Valley Local","PO Box 1180","Andover","OH","44003-1180","14","50.7","91.7","1301.0","78","16.7","63.4","16.7","10.1","95.0","5.0","35.3","B","B","99.578","B","B","B","C","D","94.9","91.9","5040.59","47.77","1194.13","93.1","6.9","-252679.71","5173.481845611172","99.0","91","91.9","91.9","6984422","114216","1372","B"
"045922","Trimble Local","1 Tomcat Dr","Glouster","OH","45732-9335","17","73.1","93.1","849.0","61","13.9","67.8","22.6","15.9",">95.0","<5.0","34.8","F","C","89.231","F","C","A","F","F","93.9","96.7","8716.92","-26.08","-651.92","94.3","5.7","-130695.50","8794.673685751583","44.0","41","93.2","93.2","7125184","83547","820","A"
"049916","Osnaburg Local","310 Browning Ct N","East Canton","OH","44730-1248","18","55.8","96","776.0","62","12.5","37.8","13.1","16.8","92.5","7.5","31.3","C","B","99.39","C","D","C","D","C","95.8","96.9","4373.95","69.51","1737.76","93.1","6.9","-116657.36","4497.319208970239","63.0","60","95.2","95.2","3622190","43755","815","A"
"048850","Maysville Local","3715 Panther Dr","Zanesville","OH","43701-7086","13","63.9","97.3","2268.0","150","15.1","64.2","20.7","13.5","93.5","6.5","39.4","D","C","95.464","A","A","F","D","F","94.8","98.0","6260.36","58.84","1471.00","94.7","5.3","-627768.48","6405.023035735838","150.0","149","99.3","99.3","11525372","149832","1823","A"
"049858","Jackson Local","7602 Fulton Dr NW","Massillon","OH","44646-9393","12","63.3","96.6","5738.0","295","19.5","17.2","9.5","28.5","89.9","10.1","35.0","A","A","109.354","A","A","A","B","B","96.9","98.3","822.89","83.06","2076.50","94.5","5.5","-579070.00","959.3768812071222","399.0","398","99.7","99.7","5525934","322255","6096","A"
"044032","Gallipolis City","61 State St","Gallipolis","OH","45631-1131","17","77.6","99.4","2002.0","123","16.3","48.2","21.8","9.9","90.9","9.1","35.9","B","B","98.346","C","C","F","D","F","94.8","84.8","5426.59","19.86","496.60","93.7","6.3","-281694.90","5554.696898239668","149.0","145","97.3","97.3","11574912","226597","2125","C"
"043745","Chillicothe City","425 Yoctangee Pkwy","Chillicothe","OH","45601-1663","14","63.2","95.2","2720.0","172","15.8","73.8","12.3","7.8","77.9","22.1","44.3","F","C","92.152","F","C","C","C","F","93.8","85.7","3229.05","86.61","2165.13","93.8","6.2","-597484.28","3393.2356298959053","180.0","171","95.0","95.0","11338511","253189","3416","C"
"044529","North Olmsted City","27425 Butternut Ridge Rd","North Olmsted","OH","44070-3154","15","85.5","94.1","3919.0","229","17.1","41.0","13.4","12.2","84.9","15.1","36.1","B","B","101.919","A","B","A","A","D","95.4","92.4","1459.88","122.25","3056.22","92.9","7.1","-633264.50","1681.7423087548964","270.0","266","98.5","98.5","6421608","396108","4054","B"
"044685","Ravenna City","507 E Main St","Ravenna","OH","44266-3257","8","69.3","95.9","2593.0","169","15.3","60.5","19.1","13.2","79.3","20.7","38.8","D","C","92.872","A","C","A","A","F","93.9","81.3","4149.48","79.87","1996.63","93.5","6.5","-713198.82","4374.230164127445","172.0","170","98.8","98.8","12570406","358200","2956","D"
"049999","Coventry Local","2910 S Main St","Akron","OH","44319-1849","14","63.6","94.7","2251.0","136","16.6","33.9","15.8","5.8","91.0","9.0","37.1","B","B","99.934","A","F","A","B","D","94.4","96.6","2121.12","113.08","2827.06","94.0","6.0","-253786.82","2365.199732828819","134.0","132","98.5","98.5","3499356","201094","1565","A"
"045039","Wellsville Local","929 Center St","Wellsville","OH","43968-1423","12","68.2","93.8","776.0","54","14.4","78.0","17.9","3.4","84.5","15.5","37.2","C","B","96.166","A","NA","F","C","D","94.6","85.1","7403.12","-47.30","-1182.49","92.4","7.6","-255436.59","7454.377317996576","58.0","57","98.3","98.3","6104180","78332","829","C"
"044131","Huron City","712 Cleveland Rd E","Huron","OH","44839-1871","16","65.1","95.5","1422.0","84","16.9","30.2","10.3","19.6","92.1","7.9","32.5","A","B","104.514","A","A","A","A","B","95.0","94.1","1507.19","96.47","2411.86","92.1","7.9","-177578.41","1675.1933496038537","92.0","90","97.8","97.8","2239149","101448","1397","A"
"050211","Maplewood Local","2414 Greenville Rd","Cortland","OH","44410-9648","16","51.8","95.7","805.0","54","14.9","44.1","12.5","35.2",">95.0","<5.0","33.9","A","A","109.257","A","A","A","NA","A","94.8","95.8","6029.38","22.54","563.60","92.8","7.2","-162971.03","6076.164911815728","48.0","48","100.0","100.0","5024043","19660","830","A"
"050351","Crestview Local","531 E Tully St","Convoy","OH","45832-8864","12","67.4","96.4","869.0","63","13.8","33.9","16.9","16.6","93.6","6.4","27.8","A","B","104.97","A","C","C","C","A","96.4","100.0","5137.54","33.93","848.22","91.9","8.1","-75611.89","5304.659874219773","59.0","59","100.0","100.0","4376146","119607","848","A"
