"School IRN","School Name","Address","City","State","Postal Code","County","District IRN","District Name","Grades Served","# of students","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","Read 3rd Grade % at or above Proficient","Letter grade of four year graduation rate","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white"
"004796","Canfield High School","100 Cardinal Dr","Canfield","OH","44406-1111","Mahoning","048314","Canfield Local","9-12","907","A","A","109.991","NA","NA","NA","NA","A","95.0","NA","NA","A","13.6","9.6","17.0","93.5","6.5"
"032763","Rossford High School","701 Superior St","Rossford","OH","43460-1250","Wood","045609","Rossford Exempted Village","9-12","533","A","B","104.313","NA","NA","NA","NA","B","94.7","NA","NA","A","36.8","12.2","24.4","88.9","11.1"
"022541","Maple Elementary School","308 Maple Ave","Chardon","OH","44024-1040","Geauga","047183","Chardon Local","K-5","261","B","B","105.374","F","C","D","NA","A","96.8","NA","100.0","NA","17.2","13.8","11.9",">95.0","<5.0"
"008474","Devonshire Alternative Elementary School","6286 Ambleside Dr","Columbus","OH","43229-1984","Franklin","043802","Columbus City","K-5,P","496","F","C","85.513","C","C","A","B","F","95.8","NA","78.3","NA","73.2","15.9","9.7","20.6","79.4"
"099580","Albert Chapman Elementary School","8450 Sawmill Rd","Powell","OH","43065-9504","Franklin","047027","Dublin City","K-5,P","558","C","B","103.463","A","B","C","C","A","96.5","NA","93.6","NA","23.8","9.5","12.5","60.6","39.4"
"013730","Glenwood High School","#1 Glenwood Tiger Trail","New Boston","OH","45662","Scioto","044461","New Boston Local","7-12","207","F","C","85.634","C","NA","F","C","F","94.2","NA","NA","C","93.2","24.2","15.9",">95.0","<5.0"
"002337","Belpre High School","612 3rd St","Belpre","OH","45714-2387","Washington","043604","Belpre City","7-12","473","F","C","94.113","D","D","C","C","F","93.5","NA","NA","C","58.8","15.2","17.3","89.6","10.4"
"022053","Licking Valley Elementary School","1510 Licking Valley Rd NE","Newark","OH","43055-8857","Licking","048017","Licking Valley Local","K,1-5,SN","862","D","C","94.725","F","D","C","D","F","95.4","NA","94.0","NA","44.2","6.8","28.5",">95.0","<5.0"
"003228","Botkins High School","PO Box 550","Botkins","OH","45306-0550","Shelby","049767","Botkins Local","7-12","284","A","A","109.478","C","NA","NA","NA","A","95.5","NA","NA","A","21.8","9.5","14.4",">95.0","<5.0"
"138198","Eastmoor Academy","417 S Weyant Ave","Columbus","OH","43213-2279","Franklin","043802","Columbus City School District","9-12","718","C","B","96.016","NA","NA","NA","NA","D","92.8","NA","NA","A","62.8","15.9","29.2","2.8","97.2"
"007211","Conneaut High School","381 Mill St","Conneaut","OH","44030-2439","Ashtabula","043810","Conneaut Area City","9-12","528","B","B","98.521","NA","NA","NA","NA","D","94.3","NA","NA","D","53.8","15.5","14.4","93.0","7.0"
"036731","Whiteford Elementary School","4708 Whiteford Rd","Toledo","OH","43623-2763","Lucas","044875","Sylvania City","K-5","423","C","B","100.753","F","C","C","C","A","96.7","NA","96.1","NA","29.8","8.7","8.7","79.7","20.3"
"084970","Boyd E Smith Elementary School","1052 Jer Les St","Milford","OH","45150-1523","Clermont","045500","Milford Exempted Village","K-6","479","A","B","106.976","A","A","C","C","A","96.6","NA","98.5","NA","18.6","8.6","24.6","90.4","9.6"
"012394","John Dewey Elementary School","23401 Emery Rd","Warrensville","OH","44128-5142","Cuyahoga","045005","Warrensville Heights City","K-2,P","355","NA","NA","NA","NA","NA","NA","NA","NA","93.7","NA","NA","NA","65.9","14.4","NA","NA","NA"
"012391","Metro Early College High School","1929 Kenny Rd","Columbus","OH","43210-1015","Franklin","012391","Metro Early College High School","6-12","515","A","A","108.246","F","NA","NA","D","A","96.8","NA","NA","A","28.7","7.4","NA","53.4","46.6"
"007187","Conesville Elementary School","199 State St","Conesville","OH","43811-9747","Coshocton","046482","River View Local","K-6","324","F","C","91.873","C","C","C","B","F","96.1","NA","72.2","NA","65.7","19.4","17.0",">95.0","<5.0"
"012392","Eastwood Elementary School","4050 Eastwood Ln","Warrensville","OH","44122-7038","Cuyahoga","045005","Warrensville Heights City","3-4","212","F","D","74.347","F","NA","F","F","F","91.3","NA","49.0","NA","79.7","20.3","NA","NA","NA"
"138040","North Side Elementary School","52 Rocket Place","Lowellville","OH","44436","Mahoning","048330","Lowellville Local","K-6","284","A","B","103.368","D","NA","F","F","A","94.5","NA","93.3","NA","46.8","12.7","3.9","87.3","12.7"
"011601","Struthers Middle School","800 5th St","Struthers","OH","44471-1666","Mahoning","044859","Struthers City","5-8","627","D","C","95.223","A","C","A","B","D","94.7","NA","NA","NA","65.6","13.9","6.1","83.9","16.1"
"041319","Willard High School","123 W Whisler Dr","Willard","OH","44890-1359","Huron","045096","Willard City","7-12","758","B","C","95.646","F","F","F","C","F","95.0","NA","NA","D","48.3","13.6","4.7","76.5","23.5"
"037671","Tuslaw High School","1847 Manchester Ave NW","Massillon","OH","44647-9623","Stark","049957","Tuslaw Local","9-12","498","A","B","103.159","NA","NA","NA","NA","B","94.9","NA","NA","A","16.9","16.3","16.3",">95.0","<5.0"
"006858","Coldwater High School","310 N 2nd St","Coldwater","OH","45828-1242","Mercer","045310","Coldwater Exempted Village","9-12","441","A","A","108.523","NA","NA","NA","NA","A","95.9","NA","NA","A","13.4","8.6","45.1",">95.0","<5.0"
"008987","East Clark","885 E 146th St","Cleveland","OH","44110-3701","Cuyahoga","043786","Cleveland Municipal City","P,K-8","309","F","F","59.017","C","NA","B","C","F","93.4","NA","52.0","NA",">95.0","21.0","NA","NA","NA"
"008984","Endeavor Elementary School","4400 Smith Rd","West","OH","45069","Butler","046110","Lakota Local","2-6","768","D","B","100.790","A","A","C","A","F","99.2","NA","84.2","NA","26.3","12.5","39.8","54.6","45.4"
"008983","Wyandot Early Childhood School","7667 Summerlin Blvd","Liberty","OH","45044-9377","Butler","046110","Lakota Local","K-1","546","NA","NA","NA","NA","NA","NA","NA","NA","99.2","NA","NA","NA","23.1","7.5","19.8","75.6","24.4"
"007856","Byrnedale Elementary School","3635 Glendale Ave","Toledo","OH","43614-3410","Lucas","044909","Toledo City","K-8","368","D","C","93.567","A","A","B","A","C","95.8","NA","88.2","NA","64.9","27.7","8.7","42.4","57.6"
"007674","Crestview High School","1575 State Route 96","Ashland","OH","44805-9262","Richland","049429","Crestview Local","9-12","313","A","B","103.732","NA","NA","NA","NA","A","95.1","NA","NA","A","37.1","12.5","14.4",">95.0","<5.0"
"139022","Southeastern Jr. High School","195 E Jamestown St","South Charleston","OH","45368-5010","Clark","046276","Southeastern Local","7-8","119","D","B","97.148","A","NA","NA","D","B","95.4","NA","NA","NA","29.4","14.3","NA",">95.0","<5.0"
"025650","Mound Elementary School","5935 Ackley Rd","Cleveland","OH","44105-1162","Cuyahoga","043786","Cleveland Municipal City","K-8","395","F","F","56.854","F","NA","B","C","F","87.4","NA","28.6","NA",">95.0","20.5","3.0","9.6","90.4"
"067934","Groveport Madison Middle School North","5474 Sedalia Dr","Columbus","OH","43232-6346","Franklin","046979","Groveport Madison Local","6-8","405","F","C","90.271","F","D","D","D","F","94.6","NA","NA","NA","69.9","14.8","13.3","48.1","51.9"
"038059","Utica Junior High School","PO Box 647","Utica","OH","43080-0647","Licking","048025","North Fork Local","7-8","264","D","C","95.739","A","C","B","C","F","93.9","NA","NA","NA","35.6","18.2","17.8",">95.0","<5.0"
"007450","Crooksville Intermediate School","12400 Tunnel Hill Rd","Crooksville","OH","43731-9558","Perry","045351","Crooksville Exempted Village","4-7","321","F","C","91.455","D","C","C","C","F","94.4","NA","NA","NA",">95.0","18.1","15.0",">95.0","<5.0"
"002485","Edison Middle School (formerly Berlin-Milan Middle School)","20 Center St","Berlin Heights","OH","44814-9603","Erie","046789","Edison Local (formerly Berlin-Milan)","4-8","566","C","B","99.225","A","A","C","C","F","96.0","NA","NA","NA","36.2","12.2","12.2",">95.0","<5.0"
"041533","Willowville Elementary School","4529 Schoolhouse Rd","Batavia","OH","45103-1005","Clermont","046359","West Clermont Local","K-5","401","C","B","100.694","A","F","C","B","B","96.1","NA","93.8","NA","34.2","10.0","6.7","90.5","9.5"
"024307","Mercer Elementary School","23325 Wimbledon Rd","Shaker Heights","OH","44122-3163","Cuyahoga","044750","Shaker Heights City","K-4","331","A","B","104.493","D","D","A","B","C","96.6","NA","87.7","NA","37.2","16.0","16.6","42.0","58.0"
"123810","Creekside Early Childhood School","5070 Tylersville Rd","West Chester","OH","45069-1012","Butler","046110","Lakota Local","K-1,P","442","NA","NA","NA","NA","NA","NA","NA","NA","97.3","NA","NA","NA","15.6","11.8","19.9","65.8","34.2"
"007328","Copley-Fairlawn Middle School","1531 S Cleveland Massillon Rd","Copley","OH","44321-1907","Summit","049981","Copley-Fairlawn City","5-8","981","A","B","103.527","A","A","A","A","B","96.5","NA","NA","NA","18.2","10.6","20.8","74.9","25.1"
"002311","Damascus Elementary","14405 Pricetown Road","Salem","OH","44460","Mahoning","048389","West Branch Local","K-4","408","C","B","97.147","C","C","C","C","F","96.0","NA","89.3","NA","36.0","9.8","14.2",">95.0","<5.0"
"018465","Johnson Park Middle School","1130 S Waverly St","Columbus","OH","43227-1932","Franklin","043802","Columbus City School District","6-8","391","F","D","65.813","A","NA","A","A","F","90.7","NA","NA","NA","83.6","23.8","5.9","5.9","94.1"
"061713","South Vienna Elementary School","140 W Main St","South Vienna","OH","45369-9753","Clark","046250","Northeastern Local","K-5","572","F","C","94.561","F","C","D","C","F","95.5","NA","84.3","NA","42.0","11.2","10.1","93.0","7.0"
"007690","Crestview Elementary School","531 E Tully St","Convoy","OH","45832-8864","Van Wert","050351","Crestview Local","K-6","449","B","B","104.242","A","C","C","D","B","97.0","NA","93.4","NA","38.8","18.0","6.0","93.1","6.9"
"013607","Glendale Primary School","400 W Glendale St","Bedford","OH","44146-3236","Cuyahoga","043562","Bedford City","K-3,P","483","A","B","101.696","NA","NA","NA","NA","A","96.1","NA","87.5","NA","63.1","19.0","6.4","13.7","86.3"
"002246","Bellevue High School","200 Oakland Ave","Bellevue","OH","44811-1033","Huron","043596","Bellevue City","9-12,SN","654","B","B","97.436","NA","NA","NA","NA","B","94.4","NA","NA","A","33.9","16.5","10.4","92.7","7.3"
"029322","Parkwood Elementary School","1791 Wilene Dr","Beavercreek","OH","45432-4016","Greene","047241","Beavercreek City","K-5,P","423","A","B","103.146","A","B","B","C","B","95.8","NA","89.0","NA","23.9","24.1","15.8","88.9","11.1"
"038109","Valley Forge High School","9999 Independence Blvd","Parma Heights","OH","44130-4644","Cuyahoga","044636","Parma City","8-12","1568","B","C","95.166","F","C","D","D","F","93.1","NA","NA","D","34.6","17.4","16.6","82.6","17.4"
"125245","Buckeye Valley Local Middle School","683 Coover Rd","Delaware","OH","43015-9562","Delaware","046755","Buckeye Valley Local","5-8","753","A","B","102.423","A","C","B","B","D","95.9","NA","NA","NA","20.6","9.4","14.7","93.0","7.0"
"015206","Harding Elementary School","1903 Cordova Ave","Youngstown","OH","44504-1809","Mahoning","045161","Youngstown City","K-6,P","461","F","D","75.486","F","NA","B","C","F","93.7","NA","68.3","NA",">95.0","17.1","NA","9.1","90.9"
"140970","Tyler Run Elementary School","580 Salisbury Dr","Powell","OH","43065-8378","Delaware","046763","Olentangy Local","K-5,P","609","A","A","110.040","B","A","C","D","A","97.3","NA","100.0","NA","NA","10.2","37.9","84.6","15.4"
"006585","Amanda-Clearcreek Primary School","414 N School St","Amanda","OH","43102-9613","Fairfield","046847","Amanda-Clearcreek Local","K-2","375","NA","NA","NA","NA","NA","NA","NA","NA","95.5","NA","NA","NA","47.5","12.5","NA",">95.0","<5.0"
"039438","Washington Junior High School","5700 Whitmer Dr","Toledo","OH","43613-2033","Lucas","048231","Washington Local","7","522","D","C","94.384","C","C","C","B","F","96.0","NA","NA","NA","55.7","14.6","18.2","76.8","23.2"
"036426","Summerside Elementary School","4639 Vermona Dr","Cincinnati","OH","45245-1021","Clermont","046359","West Clermont Local","K-5","437","D","B","97.672","C","NA","B","A","D","96.4","NA","82.7","NA","49.7","8.9","NA","89.7","10.3"
"043281","Olentangy Shanahan Middle School","814 Shanahan Rd","Lewis Center","OH","43035-9078","Delaware","046763","Olentangy Local","6-8","1003","A","A","108.600","A","A","A","C","A","96.3","NA","NA","NA","9.0","13.4","53.7","82.7","17.3"
"066282","Covington Middle School","25 N Grant St","Covington","OH","45318-1621","Miami","045336","Covington Exempted Village","6-8","227","D","B","96.609","C","C","B","A","F","97.3","NA","NA","NA","40.1","10.6","15.4","93.4","6.6"
"019083","Kings Mills Elementary School","1780 King Ave","Kings Mills","OH","45034","Warren","050435","Kings Local","K-4","517","A","A","111.606","B","C","C","NA","A","96.8","NA","95.7","NA","11.8","9.9","5.6","84.5","15.5"
"146472","Rock Hill Middle School","2171 County Road 26","Ironton","OH","45638-8386","Lawrence","047944","Rock Hill Local","6-8","337","D","B","96.547","A","C","F","C","C","94.1","NA","NA","NA","66.2","22.3","9.2",">95.0","<5.0"
"066829","Robert Frost Elementary School","270 North Spring Rd","Westerville","OH","43081-0888","Franklin","045047","Westerville City","K-5","431","C","B","104.113","C","C","C","C","F","96.9","NA","97.8","NA","31.3","13.9","34.8","66.8","33.2"
"006619","Clearview High School","4700 Broadway","Lorain","OH","44052-5542","Lorain","048132","Clearview Local","9-12","558","A","B","99.288","NA","NA","NA","NA","A","93.2","NA","NA","B","62.2","9.5","13.6","47.7","52.3"
"019737","Lakota West High School","8940 Union Centre Blvd","West Chester","OH","45069-2948","Butler","046110","Lakota Local","9-12,UNG","2483","A","B","107.784","NA","NA","NA","NA","C","98.7","NA","NA","A","16.1","8.9","33.5","73.1","26.9"
"070235","Spaulding Elementary School","6755 Linton Rd","Goshen","OH","45122-9402","Clermont","046342","Goshen Local","3-5","617","A","B","105.276","A","B","A","A","B","95.9","NA","88.3","NA","60.8","19.6","25.0","92.2","7.8"
"001917","Beatty Park Elementary School","519 Trevitt St","Columbus","OH","43203-1100","Franklin","043802","Columbus City","K-5","113","F","F","55.000","D","NA","D","D","F","88.2","NA","31.6","NA","91.2",">95.0","NA","19.5","80.5"
"001040","Artemus Ward","4315 W 140th St","Cleveland","OH","44135-2128","Cuyahoga","043786","Cleveland Municipal City","P,K-8","460","F","D","73.281","B","NA","A","A","F","92.8","NA","50.0","NA",">95.0","17.8","3.0","32.6","67.4"
"043315","Pleasant Run Middle School","11770 Pippin Rd","Cincinnati","OH","45231-1158","Hamilton","047365","Northwest Local","6-8","718","F","C","87.856","F","F","F","D","F","94.3","NA","NA","NA","65.3","19.1","9.3","45.7","54.3"
"016253","Hill Community Learning Center","1060 E Archwood Ave","Akron","OH","44306-2849","Summit","043489","Akron City","K-6","304","F","D","78.358","D","NA","F","D","F","93.0","NA","66.7","NA",">95.0","19.4","NA","18.1","81.9"
"024273","Wright Brothers Elementary School","5701 Rosebury Dr","Huber Heights","OH","45424-4351","Montgomery","048751","Huber Heights City","K-6","653","F","C","89.271","F","B","F","F","F","94.7","NA","68.1","NA","66.0","15.5","4.4","64.0","36.0"
"099416","North Royalton Middle School","14709 Ridge Rd","North Royalton","OH","44133-4943","Cuyahoga","044545","North Royalton City","5-8","1426","A","B","106.130","A","C","C","A","B","96.1","NA","NA","NA","17.8","9.4","33.4","88.6","11.4"
"020792","Lincoln Elementary School","1500 Tibbetts Ave","Springfield","OH","45505-3851","Clark","044818","Springfield City","K-6","428","F","D","67.600","B","NA","A","A","F","92.8","NA","49.0","NA",">95.0","14.5","NA","39.0","61.0"
"039180","Warder Park-Wayne Elementary School","2820 Hillside Ave","Springfield","OH","45503-5041","Clark","044818","Springfield City","K-6","422","F","D","80.740","C","NA","A","D","F","94.4","NA","78.3","NA",">95.0","14.2","2.4","78.2","21.8"
"137265","Huntington Middle School","188 Huntsman Rd","Chillicothe","OH","45601-9378","Ross","049502","Huntington Local","6-8","282","D","C","95.640","B","B","B","C","C","94.0","NA","NA","NA",">95.0","13.1","7.1",">95.0","<5.0"
"111054","Coldwater Elementary School","310 N 2nd St","Coldwater","OH","45828-1242","Mercer","045310","Coldwater Exempted Village","K-4","547","A","A","108.739","A","A","C","C","A","97.4","NA","95.6","NA","23.4","12.1","11.0",">95.0","<5.0"
"021311","Longcoy Elementary School","1069 Elno Ave","Kent","OH","44240-3361","Portage","044164","Kent City","K-5","293","A","B","106.082","A","C","B","B","A","96.0","NA","93.8","NA","48.5","10.9","16.4","65.2","34.8"
"034926","South Elementary School","220 E Walnut St","Lancaster","OH","43130-4464","Fairfield","044206","Lancaster City","K-5","308","F","C","90.638","F","NA","F","C","F","95.0","NA","71.8","NA","76.9","15.6","4.9","92.5","7.5"
"146878","Indian Springs Elementary","3828 Home Rd","Powell","OH","43065-9757","Delaware","046763","Olentangy Local","K-5","633","A","A","110.554","A","A","B","C","B","97.0","NA","99.1","NA","1.7","8.2","44.2","86.6","13.4"
"001685","Bataan Memorial Primary School","575 W 6th St","Port Clinton","OH","43452-2160","Ottawa","044651","Port Clinton City","K-2","375","NA","NA","NA","NA","NA","NA","NA","NA","96.2","NA","NA","NA","48.3","27.2","NA","78.4","21.6"
"037267","Timken High School","521 Tuscarawas St W","Canton","OH","44702-2019","Stark","043711","Canton City","9-12","1069","F","C","88.037","NA","NA","NA","NA","F","92.7","NA","NA","D","86.0","21.6","13.8","44.1","55.9"
"066811","Mark Twain Elementary School","799 E Walnut St","Westerville","OH","43081-2548","Franklin","045047","Westerville City","K-5","464","F","B","98.428","A","C","C","C","F","96.8","NA","87.9","NA","39.4","13.6","21.8","58.0","42.0"
"033704","Schaefer Middle School","147 S Fostoria Ave","Springfield","OH","45505-1406","Clark","044818","Springfield City","7-8","291","F","D","82.643","A","NA","B","B","F","92.3","NA","NA","NA",">95.0","21.6","4.1","74.6","25.4"
"016386","Hilltonia Middle School","2345 W Mound St","Columbus","OH","43204-2901","Franklin","043802","Columbus City School District","6-8","515","F","D","68.222","F","NA","D","D","F","89.0","NA","NA","NA","89.1","21.6","8.0","51.7","48.3"
"038216","Crawford Woods Elementary School","2200 Hensley Ave","Hamilton","OH","45011-3905","Butler","044107","Hamilton City","K-6","695","F","C","88.752","D","D","C","D","F","94.8","NA","85.5","NA","86.0","16.3","6.9","59.1","40.9"
"003822","Brookside Elementary School","6700 Mcvey Blvd","Columbus","OH","43235-2820","Franklin","045138","Worthington City","K-6","303","A","B","102.578","B","B","NA","NA","D","97.3","NA","89.5","NA","41.9","13.9","37.0","62.0","38.0"
"028100","Norwood High School","2020 Sherman Ave","Norwood","OH","45212-2616","Hamilton","044578","Norwood City","9-12","546","A","B","99.141","NA","NA","NA","NA","C","93.3","NA","NA","C","61.9","16.1","20.9","77.7","22.3"
"017251","Hyre Community Learning Center","2385 Wedgewood Dr","Akron","OH","44312-2401","Summit","043489","Akron City","6-8","773","F","C","90.158","F","C","D","C","F","94.4","NA","NA","NA",">95.0","19.0","12.0","75.2","24.8"
"064212","Northwood Elementary School","1500 School Ave NE","North Canton","OH","44720-6234","Stark","044503","North Canton City","K-2","524","NA","NA","0.000","NA","NA","NA","NA","NA","96.6","NA","NA","NA","17.7","8.6","3.1","93.1","6.9"
"040683","Westfall High School","19463 Pherson Pike","Williamsport","OH","43164-9745","Pickaway","049106","Westfall Local","9-12","453","A","B","103.698","NA","NA","NA","NA","A","95.7","NA","NA","B","45.5","10.4","11.9",">95.0","<5.0"
"037523","Triad Elementary School","7920 Brush Lake Rd","North Lewisburg","OH","43060-9617","Champaign","046201","Triad Local","K-4","322","C","B","99.563","F","NA","NA","C","B","95.3","NA","81.3","NA","41.6","15.2","4.3","94.7","5.3"
"021220","Benjamin Logan High School","6609 State Route 47 E","Bellefontaine","OH","43311-9527","Logan","048074","Benjamin Logan Local","9-12","575","A","B","102.667","NA","NA","NA","NA","A","95.5","NA","NA","A","21.7","13.7","13.6","92.3","7.7"
"040048","Wayne High School","5400 Chambersburg Rd","Huber Heights","OH","45424-3700","Montgomery","048751","Huber Heights City","9-12","1820","A","B","98.917","NA","NA","NA","NA","F","92.4","NA","NA","D","42.3","15.0","12.5","61.7","38.3"
"062331","Franklin Junior High School","136 E 6th St","Franklin","OH","45005-2598","Warren","044008","Franklin City","7-8","483","D","C","95.611","B","C","D","C","D","95.0","NA","NA","NA","50.1","15.5","19.5",">95.0","<5.0"
"038752","West Liberty-Salem Elementary School","7208 US Highway 68 N","West Liberty","OH","43357-9663","Champaign","046219","West Liberty-Salem Local","K-5","540","A","B","104.530","A","C","C","C","D","96.4","NA","89.3","NA","25.2","13.0","13.7","94.1","5.9"
"040667","Western High School","PO Box 129","Latham","OH","45646-0129","Pike","049155","Western Local","7-12","345","D","C","93.804","A","D","A","A","F","92.2","NA","NA","F",">95.0","19.1","18.6",">95.0","<5.0"
